LIBRARY	library
EXER_FAILCLICK1	Se han marcado todas las áreas válidas
EXER_FAILCLICK2	Ha efectuado un clic no válido @1_keys_.
EXER_FAILCLICK3	Haga un clic @1_keys_ en el área marcada.
EXER_FAILENTER	Ha ejecutado un mouseover @1_keys_ no válido.
EXER_FAILENTER1	Ejecute un @1_keys_ mouseover dentro del área marcada.
EXER_FAILMCLICK	No se permite hacer un @1_keys_ clic con el botón medio.
EXER_WOULDGOON	(Nota: en caso contrario, continuará automáticamente)
EXER_YOURINPUT	Ha introducido '@1_input_'.
EXER_TEXTINPUT	Introduzca '@1' en el campo de entrada '@2'.
EXER_SELECT	Seleccione la entrada '@1'.
EXER_GOON	Ir al paso siguiente
EXER_SHOWHELP	Sí, mostrar ayuda
EXER_TRYAGAIN	Inténtelo de nuevo
EXER_ASK4HELP	¿Necesita ayuda?
EXER_ONLY_VALID	Acciones permitidas:
EXER_FORM_PREFIX	Introduzca los valores siguientes:
EXER_OR	o
EXER_AND	y
SCORE	Puntos
SCORE_REDUCED	Los puntos posibles para este paso se han reducido a
TOUR_START	Inicio de la simulación
TOUR_STOP	Cancelación de la simulación
TOUR_END	Fin de la simulación
TOUR_PLAY	Pulsador Continuar
TOUR_JUMP	Salto a otra etapa dentro de la simulación
TOUR_PREV	Atrás
TOUR_NEXT	Siguiente
USER_ACTION_CORRECT_ACTION	El participante ha efecutado con éxito el paso
USER_ACTION_WRONG_ACTION	El participante ha cometido un error
USER_ACTION_GOON	El participante ha hecho clic en Continuar; sin puntos para este paso
USER_ACTION_GOON_AUTO	Debido a la cantidad de errores, la simulación ha continuado automáticamente
USER_ACTION_HELP	El participante ha solicitado ayuda, sin puntos para este paso
SLIDE_USER_ACTION_TEXTBOX_OPEN	El participante ha abierto un campo de texto
SLIDE_USER_ACTION_TEXTBOX_CLOSE	El participante ha cerrado un campo de texto
QUIZ_CORRECT_RESPONSE	Respuesta correcta
QUIZ_STUDENT_RESPONSE	Respuesta del participante
QUIZ_LATENCY	Tiempo
QUIZ_SCORE	Puntuación adquirida
QUIZ_REQ_SCORE	Puntuación necesaria
QUIZ_MAX_SCORE	Puntuación máxima
QUIZ_TIMEOUT_REACHED	Tiempo de espera alcanzado
QUIZTYPE_MCHOICE	Examen tipo test: Selección múltiple
QUIZTYPE_SQMAQUIZ	Examen tipo test: Rellenar campos
QUIZTYPE_FIBQUIZ	Examen tipo test: Rellenar casillas
QUIZTYPE_MATCHQUIZ	Examen tipo test: Correspondencia
QUIZTYPE_CONNQUIZ	Examen tipo test: Conexión
QUIZTYPE_SCALEQUIZ	Examen tipo test: Control deslizante
QUIZTYPE_GRIDQUIZ	Examen tipo test: Rejilla
QUIZTYPE_HOTSPOTQUIZ	Examen tipo test: Ámbito de imagen
QUIZTYPE_PUZZLEQUIZ	Examen tipo test: Puzle
QUIZTYPE_MIXQUIZ	Examen tipo test: Clasificación
CONNECTING	Conectando...
SYNCHRONIZE	Sincronizar
SYNCHRONIZED	Sincronizado
CONNECT	Conectar
BUBBLESTYLE_NOT_FOUND	No existe el tipo de burbuja
LOADING_MACROSET	Cargando contenido y recursos
ZOOM_LEVEL_NOTIFICATION	Mensaje de advertencia: Su nivel de zoom es distinto de 100%.
ctx_html.header_title	Ayuda de contexto
ctx_html.introtext	Los siguientes contenidos de ayuda están disponibles para el contexto actual. Haga clic en el elemento que desearía iniciar
ctx_html.introtext_noresult	No hay contenido disponible para el contexto actual. Abra library desde el encabezado o utilice la búsqueda para acceder a contenido adicional
ctx_html.query_empty	Consulta vacía
ctx_html.query_malformed	Consulta no válida
ctx_html.search	Búsq.
ctx_html.library	Abrir library
ctx_html.language	Idioma
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Grabación
qr_hint_dlg.dont_bother	No volver a mostrar
qr_hint_dlg.hint_end	Finalice la grabación.
qr_hint_dlg.hint_pause	Pause la grabación.
btnOk	Gracias
qr_hint_dlg.hint_title	Sugerencias de grabación
qr_hint_dlg.audio_help	Grabe su texto antes de seleccionar un control.
quiz_error_no_template_file	Error: no existe fichero de plantilla. Se utilizará estándar.
Text	Texto
qr_hint_dlg.hint_end_1	Tecla FIN
qr_hint_dlg.hint_pause_1	Tecla PAUSA
