LIBRARY	library
GUIDEDPRESENTATION_START2	Izpildiet darbības pēc kārtas un pēc tam apstipriniet katru darbību.
GUIDEDPRESENTATION_STOP	Vadītā attēlošana ir pabeigta.
EXER_FAIL1	Darbība, kuru veicāt, nebija pareiza.
EXER_FAIL2	Darbība, ko veicāt, nebija pareiza. No jūsu kopējā punktu skaita tiek atvilkts 1 punkts. Šai darbībai atlikušo punktu skaits: @1_rest-points_.
EXER_FAIL3	Darbība, ko veicāt, nebija pareiza. Par katru kļūdu no jūsu kopējā punktu skaita tiek atvilkts 1 punkts. Šai darbībai atlikušo punktu skaits: @1_rest-points_.
EXER_FAILKEY1	Jūs nospiedāt @1_key_ taustiņu.
EXER_FAILKEY2	Var izmantot šādus funkciju taustiņus: @1_keys_.
EXER_FAILRADIO	Visas derīgās pogas ir iezīmētas
EXER_FAILINPUT	Visi derīgie teksta apgabali ir iezīmēti.
EXER_FAILSELECT	Visi derīgie atlases lodziņi ir iezīmēti.
EXER_FAILDRAG	Jūs veicāt nederīgu @1_keys_ vilkšanas darbību.
EXER_FAILDRAG1	Lūdzu, veiciet @1_keys_ vilkšanas darbību iezīmētajā apgabalā.
EXER_FAILDROP	Jūs veicāt nederīgu @1_keys_ nomešanas darbību.
EXER_FAILDROP1	Lūdzu, veiciet @1_keys_ nomešanas darbību iezīmētajā apgabalā.
EXER_FAILDBLCLICK	Jūs veicāt nederīgu @1_keys_ dubultklikšķi.
EXER_FAILDBLCLICK1	Lūdzu, veiciet @1_keys_ dubultklikšķi iezīmētajā apgabalā.
EXER_FAILCLICK	Jūs @1_keys_ noklikšķinājāt nederīgā apgabalā.
EXER_FAILCLICK1	Visi derīgie apgabali ir iezīmēti.
EXER_FAILCLICK2	Jūs veicāt nederīgu @1_keys_ klikšķi.
EXER_FAILCLICK3	Lūdzu, veiciet @1_keys_ klikšķi iezīmētajā apgabalā.
EXER_FAILENTER	Jūs veicāt nederīgu @1_keys_ peles novietošanu.
EXER_FAILENTER1	Lūdzu, veiciet @1_keys_ peles novietošanu iezīmētajā apgabalā.
EXER_FAILMCLICK	@1_keys_ klikšķis ar peles vidējo pogu nav atļauts.
EXER_WOULDGOON	(Piezīme. Pretējā gadījumā tiks turpināts automātiski)
EXER_YOURINPUT	Jūs ievadījāt "@1_input_".
EXER_TEXTINPUT	Lūdzu, ievadiet "@1" ievades laukā "@2"!
EXER_SELECT	Lūdzu, izvēlieties ierakstu "@1"!
EXER_GOON	Pārejiet uz nākamo soli
EXER_SHOWHELP	Jā, rādīt palīdzību
EXER_TRYAGAIN	Mēģināt vēlreiz
EXER_ASK4HELP	Vai vajadzīga palīdzība?
EXER_ONLY_VALID	Atļautās darbības ir:
EXER_FORM_PREFIX	Ievadiet šādas vērtības:
EXER_OR	vai
EXER_AND	un
SCORE	Punkti
SCORE_REDUCED	Šī soļa iespējamie punkti ir samazināti līdz
TOUR_START	Simulācija sākta
TOUR_STOP	Simulācija pārtraukta
TOUR_END	Simulācijas beigas
TOUR_PLAY	Poga Turpināt
TOUR_JUMP	Pārgāja uz citu soli simulācijā.
TOUR_PREV	Atpakaļ
TOUR_NEXT	Nākamais
USER_ACTION_CORRECT_ACTION	Students veiksmīgi izpildīja soli.
USER_ACTION_WRONG_ACTION	Students pieļāva kļūdu.
USER_ACTION_GOON	Students noklikšķināja uz "turpināt", bez punktiem šajā solī.
USER_ACTION_GOON_AUTO	Kļūdu skaita dēļ simulācija tika turpināta automātiski.
USER_ACTION_HELP	Students lūdza palīdzību, bez punktiem šajā solī.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Students atvēra tekstlodziņu.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Students aizvēra tekstlodziņu.
QUIZ_CORRECT_RESPONSE	Pareiza atbilde
QUIZ_STUDENT_RESPONSE	Studenta atbilde
QUIZ_LATENCY	Laiks
QUIZ_SCORE	Iegūtais punktu skaits
QUIZ_REQ_SCORE	Nepieciešamais punktu skaits
QUIZ_MAX_SCORE	Maksimālais punktu skaits
QUIZ_TIMEOUT_REACHED	Sasniegts taimauts
QUIZTYPE_MCHOICE	Kontrolpārbaude: vairākizvēle
QUIZTYPE_SQMAQUIZ	Kontrolpārbaude: aizpildiet laukus
QUIZTYPE_FIBQUIZ	Kontrolpārbaude:  aizpildiet tukšās vietas
QUIZTYPE_MATCHQUIZ	Kontrolpārbaude: saskaņošana
QUIZTYPE_CONNQUIZ	Kontrolpārbaude:  savienojums
QUIZTYPE_SCALEQUIZ	Kontrolpārbaude: slīdņa vadība
QUIZTYPE_GRIDQUIZ	Kontrolpārbaude:  režģis
QUIZTYPE_HOTSPOTQUIZ	Kontrolpārbaude: karstvieta
QUIZTYPE_PUZZLEQUIZ	Kontrolpārbaude: sarežģīta problēma
QUIZTYPE_MIXQUIZ	Kontrolpārbaude: kārtošana
CONNECTING	Veido savienojumu...
SYNCHRONIZE	Sinhronizēt
SYNCHRONIZED	Sinhronizēts
CONNECT	Savienot
BUBBLESTYLE_NOT_FOUND	Burbuļa tips nav atrasts
LOADING_MACROSET	Notiek satura un resursu ielāde.
ZOOM_LEVEL_NOTIFICATION	Brīdinājums: Jūsu tālummaiņas līmenis atšķiras no 100%.
ctx_html.header_title	Konteksta palīdzība
ctx_html.introtext	Pašreizējam kontekstam ir pieejams šāds palīdzības saturs. Noklikšķiniet uz pozīcijas, ko vēlaties startēt.
ctx_html.introtext_noresult	Pašreizējam kontekstam saturs nav pieejams. Atveriet bibliotēku, izm. galveni, vai izm, meklēšanu, lai iegūtu vairāk satura.
ctx_html.query_empty	Vaicājums ir tukšs.
ctx_html.query_malformed	Vaicājums nav derīgs.
ctx_html.search	Meklēt
ctx_html.library	Atvērt bibliotēku
ctx_html.language	Valoda
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Ieraksts
qr_hint_dlg.dont_bother	Turpmāk nerādīt
qr_hint_dlg.hint_end	Pabeidziet ierakstīšanu.
qr_hint_dlg.hint_pause	Pauzējiet ierakstīšanu.
btnOk	Paldies!
qr_hint_dlg.hint_title	Norādes par ierakstīšanu
qr_hint_dlg.audio_help	Ierakstiet tekstu, pirms atlasāt vadīklu.
quiz_error_no_template_file	Kļūda: veidnes fails nav atrasts. Tiks izmantots noklusējums.
qr_hint_dlg.hint_end_1	Taustiņš END
qr_hint_dlg.hint_pause_1	Taustiņš PAUSE
