LIBRARY	library
EXER_FAILENTER	Du har udført en ugyldig @1_keys_ mouseover.
EXER_FAILENTER1	Udfør en @1_keys_ mouseover i det fremhævede område.
EXER_FAILMCLICK	@1_keys_ midterklik er ikke tilladt.
EXER_WOULDGOON	(Bemærk: Ellers automatisk fortsat)
EXER_YOURINPUT	Du har indtastet "@1_input_".
EXER_TEXTINPUT	Indtast "@1" i inputfeltet "@2".
EXER_SELECT	Vælg entry "@1"!
EXER_GOON	Fortsæt til næste trin
EXER_SHOWHELP	Ja, vis hjælp
EXER_TRYAGAIN	Forsøg igen
EXER_ASK4HELP	Har du brug for hjælp?
EXER_ONLY_VALID	Tilladte aktioner er:
EXER_FORM_PREFIX	Indtast følgende værdier:
EXER_OR	eller
EXER_AND	og
SCORE	Point
SCORE_REDUCED	Mulige point til dette trin reduceret til
TOUR_START	Simulering start
TOUR_STOP	Simulering afbrydelse
TOUR_END	Simulering slut
TOUR_PLAY	Knappen Fortsæt
TOUR_JUMP	Sprunget til et andet trin i simuleringen
TOUR_PREV	Tilbage
TOUR_NEXT	Næste
USER_ACTION_CORRECT_ACTION	Eleven har udført trinet uden fejl
USER_ACTION_WRONG_ACTION	Eleven har lavet en fejl
USER_ACTION_GOON	Eleven klikkede på 'Fortsæt', ingen point for dette trin
USER_ACTION_GOON_AUTO	Simuleringen fortsatte automatisk pga. antallet af fejl
USER_ACTION_HELP	Eleven bad om hjælp, ingen point for dette trin
SLIDE_USER_ACTION_TEXTBOX_OPEN	Eleven har åbnet et tekstfelt
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Eleven har lukket et tekstfelt
QUIZ_CORRECT_RESPONSE	Rigtigt svar
QUIZ_STUDENT_RESPONSE	Svar fra eleven
QUIZ_LATENCY	Tid
QUIZ_SCORE	Opnået score
QUIZ_REQ_SCORE	Nødvendig score
QUIZ_MAX_SCORE	Maks. score
QUIZ_TIMEOUT_REACHED	Timeout nået
QUIZTYPE_MCHOICE	Quiz: Multiple choice
QUIZTYPE_SQMAQUIZ	Quiz: Udfyld felter
QUIZTYPE_FIBQUIZ	Quiz: Udfyld tomme felter
QUIZTYPE_MATCHQUIZ	Quiz: Forbindelse
QUIZTYPE_CONNQUIZ	Quiz: Forbindelse
QUIZTYPE_SCALEQUIZ	Quiz: Skyder
QUIZTYPE_GRIDQUIZ	Quiz: Gitter
QUIZTYPE_HOTSPOTQUIZ	Quiz: Hotspot
QUIZTYPE_PUZZLEQUIZ	Quiz: Puslespil
QUIZTYPE_MIXQUIZ	Quiz: Sortering
CONNECTING	Opretter forbindelse...
SYNCHRONIZE	Synkroniser
SYNCHRONIZED	Synkroniseret
CONNECT	Forbind
BUBBLESTYLE_NOT_FOUND	Boblestil ikke fundet
LOADING_MACROSET	Indhold og ressourcer indlæses
ZOOM_LEVEL_NOTIFICATION	Advarsel: Dit zoomniveau er ikke 100%.
ctx_html.header_title	Konteksthjælp
ctx_html.introtext	Følgende hjælpeindhold er tilgængelige for aktuel kontekst. Klik på det element, du vil starte.
ctx_html.introtext_noresult	Intet indhold tilgængeligt for aktuel kontekst. Åbn library fra titellinien eller anvend søgningen for at få yderligere indhold.
ctx_html.query_empty	Forespørgsel er tom
ctx_html.query_malformed	Forespørgsel ugyldig
ctx_html.search	Søg
ctx_html.library	Åbn library
ctx_html.language	Sprog
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Noter til optagelse
qr_hint_dlg.dont_bother	Vis ikke igen
qr_hint_dlg.hint_end	Afslut optagelsen.
qr_hint_dlg.hint_pause	Afbryd optagelsen.
btnOk	OK
qr_hint_dlg.hint_title	Noter til optagelse
qr_hint_dlg.audio_help	Registrer din tekst, før du vælger et styreelement.
quiz_error_no_template_file	Fejl: Skabelonfil ikke fundet. Standard anvendes.
BOOK_TT_PREV_CHAPTER	Foregående kapitel
BOOK_TT_PREV_PAGE	Foregående side
qr_hint_dlg.hint_end_1	END-tast
qr_hint_dlg.hint_pause_1	PAUSE-tast
