LIBRARY	library
EXER_FAIL1	Wykonana czynność jest nieprawidłowa.
EXER_FAIL2	Wykonana czynność jest nieprawidłowa. Od ogólnego wyniku odejmowany jest 1 punkt. Liczba punktów pozostałych dla tej czynności: @1_rest-points_.
EXER_FAIL3	Wykonana czynność jest nieprawidłowa. Za każdy błąd od ogólnego wyniku odejmowany jest 1 punkt. Liczba punktów pozostałych dla tej czynności: @1_rest-points_.
EXER_FAILKEY1	Użytkownik nacisnął nieprawidłowy klawisz @1_key_.
EXER_FAILKEY2	Klawisze funkcyjne możliwe do użycia w tym miejscu: @1_keys_.
EXER_FAILRADIO	Wszystkie prawidłowe przyciski są podświetlone.
EXER_FAILINPUT	Wszystkie prawidłowe obszary tekstowe są podświetlone.
EXER_FAILSELECT	Wszystkie prawidłowe pola wyboru są podświetlone.
EXER_FAILDRAG	Użytkownik wykonał nieprawidłową czynność przeciągania @1_keys_.
EXER_FAILDRAG1	Proszę wykonać czynność przeciągania @1_keys_ w podświetlonym obszarze.
EXER_FAILDROP	Użytkownik wykonał nieprawidłową czynność upuszczania @1_keys_.
EXER_FAILDROP1	Proszę wykonać czynność upuszczania @1_keys_ w podświetlonym obszarze.
EXER_FAILDBLCLICK	Użytkownik wykonał nieprawidłowe dwukrotne kliknięcie @1_keys_.
EXER_FAILDBLCLICK1	Proszę dwukrotnie kliknąć @1_keys_ w podświetlonym obszarze.
EXER_FAILCLICK	Użytkownik @1_keys_ kliknął nieprawidłowy obszar.
EXER_FAILCLICK1	Wszystkie prawidłowe obszary są podświetlone.
EXER_FAILCLICK2	Użytkownik wykonał nieprawidłowe kliknięcie @1_keys_.
EXER_FAILCLICK3	Proszę kliknąć @1_keys_ w podświetlonym obszarze.
EXER_FAILENTER	Użytkownik wykonał nieprawidłową czynność mouseover @1_keys_.
EXER_FAILENTER1	Proszę wykonać czynność mouseover @1_keys_ w podświetlonym obszarze.
EXER_FAILMCLICK	Kliknięcie środkowym przyciskiem myszy @1_keys_ jest niedozwolone.
EXER_WOULDGOON	(Uwaga: W przeciwnym razie nastąpi automatyczna kontynuacja)
EXER_YOURINPUT	Wpis użytkownika: "@1_input_".
EXER_TEXTINPUT	Proszę wprowadzić "@1" w polu wprowadzania "@2"!
EXER_SELECT	Proszę wybrać wpis "@1"!
EXER_GOON	Skok do następnego kroku
EXER_SHOWHELP	Tak, proszę wyświetlić pomoc
EXER_TRYAGAIN	Proszę spróbować ponownie
EXER_ASK4HELP	Czy jest potrzebna pomoc?
EXER_ONLY_VALID	Dozwolone czynności:
EXER_FORM_PREFIX	Proszę wprowadzić następujące wartości:
EXER_OR	lub
EXER_AND	oraz
SCORE	Punkty
SCORE_REDUCED	Liczbę możliwych punktów za ten krok zredukowano do
TOUR_START	Rozpoczęcie symulacji
TOUR_STOP	Przerwanie symulacji
TOUR_END	Zakończenie symulacji
TOUR_PLAY	Przycisk Kontynuacja
TOUR_JUMP	Wykonano skok do innego kroku w ramach symulacji.
TOUR_PREV	Powrót
TOUR_NEXT	Kontynuacja
USER_ACTION_CORRECT_ACTION	Uczestnik szkolenia pomyślnie wykonał krok.
USER_ACTION_WRONG_ACTION	Uczestnik szkolenia popełnił błąd.
USER_ACTION_GOON	Uczestnik szkolenia kliknął "kontynuacja", brak punktów za ten krok.
USER_ACTION_GOON_AUTO	Z powodu liczby błędów symulacja była kontynuowana automatycznie.
USER_ACTION_HELP	Uczestnik szkolenia poprosił o pomoc, brak punktów za ten krok.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Uczestnik szkolenia otworzył pole tekstowe.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Uczestnik szkolenia zamknął pole tekstowe.
QUIZ_CORRECT_RESPONSE	Prawidłowa odpowiedź
QUIZ_STUDENT_RESPONSE	Odpowiedź uczestnika szkolenia
QUIZ_LATENCY	Czas
QUIZ_SCORE	Uzyskana liczba punktów
QUIZ_REQ_SCORE	Wymagana liczba punktów
QUIZ_MAX_SCORE	Maksymalna liczba punktów
QUIZ_TIMEOUT_REACHED	Osiągnięto limit czasu
QUIZTYPE_MCHOICE	Quiz: Test wielokrotnego wyboru
QUIZTYPE_SQMAQUIZ	Quiz: Wypełnianie pól
QUIZTYPE_FIBQUIZ	Quiz: Wypełnianie luk
QUIZTYPE_MATCHQUIZ	Quiz: Przyporządkowywanie
QUIZTYPE_CONNQUIZ	Quiz: Połączenie
QUIZTYPE_SCALEQUIZ	Quiz: Sterowanie suwakiem
QUIZTYPE_GRIDQUIZ	Quiz: Siatka
QUIZTYPE_HOTSPOTQUIZ	Quiz: Aktywny punkt
QUIZTYPE_PUZZLEQUIZ	Quiz: Układanka
QUIZTYPE_MIXQUIZ	Quiz: Sortowanie
CONNECTING	Łączenie...
SYNCHRONIZE	Synchronizacja
SYNCHRONIZED	Zsynchronizowano
CONNECT	Połączenie
BUBBLESTYLE_NOT_FOUND	Nie znaleziono stylu dymku.
LOADING_MACROSET	Wczytywanie zawartości i zasobów.
ZOOM_LEVEL_NOTIFICATION	Ostrzeżenie: Poziom powiększenia jest inny niż 100%.
ctx_html.header_title	Pomoc kontekstowa
ctx_html.introtext	Dla bieżącego kontekstu dostępna jest następująca zawartość pomocy. Proszę kliknąć na pozycję, która ma zostać uruchomiona.
ctx_html.introtext_noresult	Brak dost. zawart. dla aktual. kontekstu. Aby pobrać kolejną zawart., proszę otworzyć bibl. z nagłówka lub użyć wyszuk.
ctx_html.query_empty	Zapytanie jest puste.
ctx_html.query_malformed	zapytanie jest nieprawidłowe.
ctx_html.search	Szukanie
ctx_html.library	Otwieranie biblioteki
ctx_html.language	Język
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Zapis
qr_hint_dlg.dont_bother	Bez ponownego wyświetlania
qr_hint_dlg.hint_end	Zakończenie zapisu.
qr_hint_dlg.hint_pause	Wstrzymanie zapisu.
btnOk	Dziękujemy
qr_hint_dlg.hint_title	Wskazówki dot. zapisu
qr_hint_dlg.audio_help	Proszę zapisać swój tekst przed wyborem kontroli.
quiz_error_no_template_file	Błąd: Nie znaleziono pliku szablonu. Zostanie użyty domyślny.
qr_hint_dlg.hint_end_1	Klawisz END
qr_hint_dlg.hint_pause_1	Klawisz PAUSE
