LIBRARY	library
EXER_FAILDBLCLICK	Vous avez effectué un double-clic non valide @1_keys_.
EXER_FAILDBLCLICK1	Veuillez double-cliquer @1_keys_ dans la zone surlignée.
EXER_FAILCLICK	Vous @1_keys_ avez cliqué sur un espace non valide.
EXER_FAILCLICK1	Tous les domaines valides sont surlignés.
EXER_FAILCLICK2	Vous avez effectué un clic non valide @1_keys_.
EXER_FAILCLICK3	Veuillez cliquer @1_keys_ dans la zone surlignée.
EXER_FAILENTER	Vous avez effectué un effet de survol non valide @1_keys_.
EXER_FAILENTER1	Veuillez effectuer un effet de survol @1_keys_ dans la zone surlignée.
EXER_FAILMCLICK	Un @1_keys_ clic milieu n'est pas autorisé.
EXER_WOULDGOON	(Note : poursuivi automatiquement dans le cas contraire)
EXER_YOURINPUT	Vous avez saisi '@1_input_'.
EXER_TEXTINPUT	Veuillez saisir '@1' dans la zone de saisie '@2'.
EXER_SELECT	Veuillez sélectionner l'entrée '@1'.
EXER_GOON	Aller à l'étape suivante
EXER_SHOWHELP	Oui, afficher l’aide
EXER_TRYAGAIN	Réessayer
EXER_ASK4HELP	Avez-vous besoin d'aide ?
EXER_ONLY_VALID	Les actions autorisées sont les suivantes :
EXER_FORM_PREFIX	Entrez les valeurs suivantes :
EXER_OR	ou
EXER_AND	et
SCORE	Points
SCORE_REDUCED	Points possibles pour cette étape réduits à
TOUR_START	Début de la simulation
TOUR_STOP	Interruption de la simulation
TOUR_END	Fin de la simulation
TOUR_PLAY	Bouton Poursuivre
TOUR_JUMP	Saut vers une autre étape dans la simulation.
TOUR_PREV	Retour
TOUR_NEXT	Suivant
USER_ACTION_CORRECT_ACTION	L'apprenant a correctement exécuté l'étape.
USER_ACTION_WRONG_ACTION	L'apprenant a commis une erreur.
USER_ACTION_GOON	L'apprenant a cliqué sur "Poursuivre", aucun point pour cette étape.
USER_ACTION_GOON_AUTO	En raison du nombre d'erreurs, la simulation s'est automatiquement poursuivie.
USER_ACTION_HELP	L'apprenant a demandé de l'aide, aucun point pour cette étape.
SLIDE_USER_ACTION_TEXTBOX_OPEN	L'apprenant a ouvert une zone de texte.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	L'apprenant a fermé une zone de texte.
QUIZ_CORRECT_RESPONSE	Réponse correcte
QUIZ_STUDENT_RESPONSE	Réponse de l'apprenant
QUIZ_LATENCY	Heure
QUIZ_SCORE	Score acquis
QUIZ_REQ_SCORE	Score requis
QUIZ_MAX_SCORE	Score maximal
QUIZ_TIMEOUT_REACHED	Délai d'expiration atteint
QUIZTYPE_MCHOICE	Quiz : choix multiples
QUIZTYPE_SQMAQUIZ	Quiz : renseignez les zones
QUIZTYPE_FIBQUIZ	Quiz : remplissez les blancs
QUIZTYPE_MATCHQUIZ	Quiz : Correspondances
QUIZTYPE_CONNQUIZ	Quiz : connexion
QUIZTYPE_SCALEQUIZ	Quiz : Curseur glissant
QUIZTYPE_GRIDQUIZ	Quiz : grille
QUIZTYPE_HOTSPOTQUIZ	Quiz : Hotspot
QUIZTYPE_PUZZLEQUIZ	Quiz : Puzzle
QUIZTYPE_MIXQUIZ	Quiz : tri
CONNECTING	Connexion en cours...
SYNCHRONIZE	Synchroniser
SYNCHRONIZED	Synchronisé
CONNECT	Connexion
BUBBLESTYLE_NOT_FOUND	Style de bulle non trouvé.
LOADING_MACROSET	Chargement de contenus et ressources en cours
ZOOM_LEVEL_NOTIFICATION	Avertissement : votre niveau de zoom diffère de 100%.
ctx_html.header_title	Aide contextuelle
ctx_html.introtext	Les contenus d'aide suivants sont disponibles pour le contexte actuel. Cliquez sur l'élément que vous souhaitez démarrer.
ctx_html.introtext_noresult	Aucun contenu disponible pour le contexte actuel. Ouvrez la library à partir de l'en-tête ou utilisez la recherche pour obtenir plus de contenu.
ctx_html.query_empty	Requête vide.
ctx_html.query_malformed	Requête non valide.
ctx_html.search	Rechercher
ctx_html.library	Ouvrir library
ctx_html.language	Langue
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Enregistrement en cours
qr_hint_dlg.dont_bother	Ne plus afficher
qr_hint_dlg.hint_end	Terminer l’enregistrement
qr_hint_dlg.hint_pause	Mettre en pause l’enregistrement
btnOk	Merci
qr_hint_dlg.hint_title	Notes concernant l’enregistrement
qr_hint_dlg.audio_help	Enregistrez votre texte avant de sélectionner une commande.
quiz_error_no_template_file	Erreur : modèle de fichier introuvable. Le système utilisera le modèle par défaut.
qr_hint_dlg.hint_end_1	Touche FIN
qr_hint_dlg.hint_pause_1	Touche PAUSE
