LIBRARY	library
EXER_FAILDROP1	Eseguire un'operazione di rilascio @1_keys_ entro l'area evidenziata.
EXER_FAILDBLCLICK	È stato eseguito un doppio clic @1_keys_ non valido.
EXER_FAILDBLCLICK1	Eseguire un doppio clic @1_keys_ entro l'area evidenziata.
EXER_FAILCLICK	L'utente @1_keys_ ha fatto clic su un'area non valida.
EXER_FAILCLICK1	Tutte le aree valide sono evidenziate.
EXER_FAILCLICK2	È stato eseguito un clic @1_keys_ non valido.
EXER_FAILCLICK3	Eseguire un clic @1_keys_ entro l'area evidenziata.
EXER_FAILENTER	È stato eseguito un mouseover @1_keys_ non valido.
EXER_FAILENTER1	Eseguire un mouseover @1_keys_ entro l'area evidenziata.
EXER_FAILMCLICK	Non è consentito nessun middle-clic su @1_keys_.
EXER_WOULDGOON	(Nota: in caso contrario si prosegue automaticamente)
EXER_YOURINPUT	L'utente ha inserito "@1_input_".
EXER_TEXTINPUT	Inserire "@1" nel campo "@2".
EXER_SELECT	Selezionare la voce "@1".
EXER_GOON	Procedere al passaggio successivo
EXER_SHOWHELP	Sì, visualizzare la guida
EXER_TRYAGAIN	Riprovare
EXER_ASK4HELP	Serve aiuto?
EXER_ONLY_VALID	Le operazioni consentite sono:
EXER_FORM_PREFIX	Inserire i seguenti valori:
EXER_OR	o
EXER_AND	e
SCORE	Punteggio
SCORE_REDUCED	I punti possibili per questo passaggio si riducono a
TOUR_START	Avvio simulazione
TOUR_STOP	Interruzione simulazione
TOUR_END	Arresto simulazione
TOUR_PLAY	Pulsante Continuare
TOUR_JUMP	Eseguito passaggio ad un'altra fase all'interno della simulazione
TOUR_PREV	Indietro
TOUR_NEXT	Successivo
USER_ACTION_CORRECT_ACTION	Il partecipante ha eseguito correttamente il passaggio.
USER_ACTION_WRONG_ACTION	Il partecipante ha commesso un errore.
USER_ACTION_GOON	Il partecipante ha fatto clic su "Continuare"; nessun punto per questo passaggio
USER_ACTION_GOON_AUTO	Proseguimento automatico della simulazione dato il numero di errori
USER_ACTION_HELP	Il partecipante ha visualizzato la guida; nessun punto per questo passaggio
SLIDE_USER_ACTION_TEXTBOX_OPEN	Il partecipante ha aperto una casella di testo.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Il partecipante ha chiuso una casella di testo.
QUIZ_CORRECT_RESPONSE	Risposta esatta
QUIZ_STUDENT_RESPONSE	Risposta del partecipante
QUIZ_LATENCY	Tempo
QUIZ_SCORE	Score complessivo
QUIZ_REQ_SCORE	Score richiesto
QUIZ_MAX_SCORE	Score massimo
QUIZ_TIMEOUT_REACHED	Timeout raggiunto
QUIZTYPE_MCHOICE	Quiz: scelta multipla
QUIZTYPE_SQMAQUIZ	Quiz: compilare i campi
QUIZTYPE_FIBQUIZ	Quiz: compilare gli spazi vuoti
QUIZTYPE_MATCHQUIZ	Quiz: effettuare corrispondenze
QUIZTYPE_CONNQUIZ	Quiz: connessione
QUIZTYPE_SCALEQUIZ	Quiz: cursore
QUIZTYPE_GRIDQUIZ	Quiz: griglia
QUIZTYPE_HOTSPOTQUIZ	Quiz: area sensibile
QUIZTYPE_PUZZLEQUIZ	Quiz: puzzle
QUIZTYPE_MIXQUIZ	Quiz: ordinamento
CONNECTING	Connessione in corso...
SYNCHRONIZE	Sincronizzare
SYNCHRONIZED	Sincronizzato
CONNECT	Connettere
BUBBLESTYLE_NOT_FOUND	Stile area commento non trovato
LOADING_MACROSET	Download di contenuto e risorse in corso
ZOOM_LEVEL_NOTIFICATION	Avviso: Il livello di zoom applicato è diverso da 100%.
ctx_html.header_title	Guida contesto
ctx_html.introtext	I seguenti contenuti della guida sono disponibili per il contesto corrente. Fare clic sull'elemento da avviare
ctx_html.introtext_noresult	Nessun contenuto disponibile per il contesto corrente. Aprire la library dalla testata o utilizzare la ricerca per ottenere altro contenuto
ctx_html.query_empty	Query vuota
ctx_html.query_malformed	Query non valida
ctx_html.search	Cercare
ctx_html.library	Aprire library
ctx_html.language	Lingua
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Registrazione
qr_hint_dlg.dont_bother	Non visualizzare più
qr_hint_dlg.hint_end	Concludere la registrazione.
qr_hint_dlg.hint_pause	Sospendere la registrazione.
btnOk	Grazie
qr_hint_dlg.hint_title	Note di registrazione
qr_hint_dlg.audio_help	Registrare il proprio testo prima di selezionare un controllo.
quiz_error_no_template_file	Errore: file modello non trovato. Sarà utilizzato default.
qr_hint_dlg.hint_end_1	Tasto FINE
qr_hint_dlg.hint_pause_1	Tasto PAUSA
