LIBRARY	library
EXER_FAIL1	Jūsų atliktas veiksmas neteisingas.
EXER_FAIL2	Jūsų atliktas veiksmas neteisingas. 1 taškas atimtas iš jūsų bendro įvertinimo. Už šį veiksmą liko taškų: @1_rest-points_.
EXER_FAIL3	Jūsų atliktas veiksmas neteisingas. Už kiekvieną klaidą iš jūsų bendro įvertinimo atimamas 1 taškas. Už šį veiksmą liko taškų: @1_rest-points_.
EXER_FAILKEY1	Paspaudėte @1_key_ klavišą.
EXER_FAILKEY2	Galimi naudoti funkcijų klavišai: @1_keys_.
EXER_FAILRADIO	Visi leistini mygtukai paryškinti.
EXER_FAILINPUT	Visos leistinos teksto sritys paryškintos.
EXER_FAILSELECT	Visi leistini pasirinkimo laukai paryškinti.
EXER_FAILDRAG	Atlikote neleistiną @1_keys_ vilkimo operaciją.
EXER_FAILDRAG1	Atlikite @1_keys_ vilkimo operaciją paryškintoje srityje.
EXER_FAILDROP	Atlikote neleistiną @1_keys_ palikimo operaciją.
EXER_FAILDROP1	Atlikite @1_keys_ palikimo operaciją paryškintoje srityje.
EXER_FAILDBLCLICK	Atlikote neleistiną @1_keys_ spustelėjimą.
EXER_FAILDBLCLICK1	Spustelėkite @1_keys_ paryškintoje srityje.
EXER_FAILCLICK	@1_keys_ spustelėjote neleistinoje srityje..
EXER_FAILCLICK1	Visos leistinos sritys paryškintos.
EXER_FAILCLICK2	Atlikote neleistiną @1_keys_ spustelėjimą.
EXER_FAILCLICK3	Spustelėkite @1_keys_ paryškintoje srityje.
EXER_FAILENTER	Atlikote neleistiną @1_keys_ veiksmą pele.
EXER_FAILENTER1	Atlikite @1_keys_ veiksmą pele paryškintoje srityje.
EXER_FAILMCLICK	@1_keys_ vidurinis spustelėjimas neleidžiamas.
EXER_WOULDGOON	(Pastaba: kitu atveju tęsiama automatiškai)
EXER_YOURINPUT	Įvedėte „@1_input_“.
EXER_TEXTINPUT	Įveskite „@1“ įvesties lauke „@2“!
EXER_SELECT	Pasirinkite įrašą „@1“
EXER_GOON	Eikite prie kito veiksmo:
EXER_SHOWHELP	Taip, rodyti žinyną
EXER_TRYAGAIN	Bandykite dar kartą
EXER_ASK4HELP	Reikia pagalbos?
EXER_ONLY_VALID	Leistini veiksmai:
EXER_FORM_PREFIX	Įveskite šias reikšmes:
EXER_OR	arba
EXER_AND	ir
SCORE	Taškai
SCORE_REDUCED	Galimi taškai už šį veiksmą sumažinti iki
TOUR_START	Modeliavimo pradžia
TOUR_STOP	Modeliavimo nutraukimas
TOUR_END	Modeliavimo pabaiga
TOUR_PLAY	Mygtukas „Tęsti“
TOUR_JUMP	Pereiti į kitą modeliavimo žingsnį.
TOUR_PREV	Atgal
TOUR_NEXT	Paskesnis
USER_ACTION_CORRECT_ACTION	Mokinys sėkmingai atliko veiksmą.
USER_ACTION_WRONG_ACTION	Mokinys suklydo.
USER_ACTION_GOON	Mokinys spustelėjo „Tęsti“, taškų už šį veiksmą negavo.
USER_ACTION_GOON_AUTO	Dėl klaidų skaičiaus modeliavimas tęsiamas automatiškai.
USER_ACTION_HELP	Mokinys paprašė pagalbos, taškų už šį veiksmą negaunama.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Mokinys atidarė teksto lauką.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Mokinys uždarė teksto lauką.
QUIZ_CORRECT_RESPONSE	Teisingas atsakymas
QUIZ_STUDENT_RESPONSE	Mokinio atsakymas
QUIZ_LATENCY	Laikas
QUIZ_SCORE	Gautas įvertinimas
QUIZ_REQ_SCORE	Būtinas įvertinimas
QUIZ_MAX_SCORE	Maksimalus įvertinimas
QUIZ_TIMEOUT_REACHED	Pasiekta skirtojo laiko pabaiga.
QUIZTYPE_MCHOICE	Testas: keli pasirinkimai
QUIZTYPE_SQMAQUIZ	Testas: užpildyti laukus
QUIZTYPE_FIBQUIZ	Testas: užpildyti tuščius laukus
QUIZTYPE_MATCHQUIZ	Testas: atitiktis
QUIZTYPE_CONNQUIZ	Testas: prisijungimas
QUIZTYPE_SCALEQUIZ	Testas: skaidrių valdiklis
QUIZTYPE_GRIDQUIZ	Testas: tinklelis
QUIZTYPE_HOTSPOTQUIZ	Testas: aktyvioji sritis
QUIZTYPE_PUZZLEQUIZ	Testas: dėlionė
QUIZTYPE_MIXQUIZ	Testas: rūšiavimas
CONNECTING	Jungiamasi...
SYNCHRONIZE	Sinchronizuoti
SYNCHRONIZED	Sinchronizuota
CONNECT	Prijungti
BUBBLESTYLE_NOT_FOUND	Debesėlio stilius nerastas.
LOADING_MACROSET	Įkeliamas turinys ir ištekliai.
ZOOM_LEVEL_NOTIFICATION	Įspėjimas: jūsų mastelio keitmo lygis nelygus 100%.
ctx_html.header_title	Kontekstinis žinynas
ctx_html.introtext	Yra šis dabartinio konteksto žinyno turinys.  Spustelėkite elementą, kuri norite paleisti.
ctx_html.introtext_noresult	Nėra dabartinio konteksto turinio. Norėdami rasti daugiau turinio, antraštėje atidarykite biblioteką arba naudokite iešką.
ctx_html.query_empty	Užklausa tuščia.
ctx_html.query_malformed	Užklausa neleistina.
ctx_html.search	Ieškoti
ctx_html.library	Atidaryti biblioteką
ctx_html.language	Kalba
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Įrašoma
qr_hint_dlg.dont_bother	Neberodyti
qr_hint_dlg.hint_end	Baigti įrašymą
qr_hint_dlg.hint_pause	Pristabdyti įrašymą
btnOk	Ačiū
qr_hint_dlg.hint_title	Įrašymo patarimai
qr_hint_dlg.audio_help	Prieš pasirinkdami valdiklį, įrašykite savo tekstą.
quiz_error_no_template_file	Klaida: šablono failas nerastas. Bus panaudotas numatytasis šablonas.
qr_hint_dlg.hint_end_1	Mygtukas BAIGTI
qr_hint_dlg.hint_pause_1	Mygtukas PRISTABDYTI
