LIBRARY	library
EXER_FAILDBLCLICK1	Double-cliquez @1_keys_ dans la zone en surbrillance.
EXER_FAILCLICK	Vous @1_keys_ avez cliqué sur une zone non valide.
EXER_FAILCLICK1	Toutes les zones valides sont mises en surbrillance.
EXER_FAILCLICK2	Vous avez effectué un clic @1_keys_ non valide.
EXER_FAILCLICK3	Cliquez @1_keys_ dans la zone en surbrillance.
EXER_FAILENTER	Vous avez effectué un survol avec la souris @1_keys_ non valide.
EXER_FAILENTER1	Survolez avec la souris @1_keys_ dans la zone en surbrillance.
EXER_FAILMCLICK	Un clic avec le bouton central de la souris @1_keys_ n'est pas autorisé.
EXER_WOULDGOON	(Note: si non, poursuite automatique)
EXER_YOURINPUT	Vous avez saisi "@1_input_".
EXER_TEXTINPUT	Saisissez "@1" dans la zone de saisie "@2".
EXER_SELECT	Sélectionnez l'entrée "@1".
EXER_GOON	Passez à l'étape suivante
EXER_SHOWHELP	Oui, afficher l'aide
EXER_TRYAGAIN	Réessayer
EXER_ASK4HELP	Avez-vous besoin d'aide?
EXER_ONLY_VALID	Les actions autorisées sont:
EXER_FORM_PREFIX	Saisissez les valeurs suivantes:
EXER_OR	ou
EXER_AND	et
SCORE	Points
SCORE_REDUCED	Points possibles pour cette étape réduits à
TOUR_START	Début de la simulation
TOUR_STOP	Interruption de la simulation
TOUR_END	Fin de la simulation
TOUR_PLAY	Bouton Poursuivre
TOUR_JUMP	Passage à une autre étape dans la simulation
TOUR_PREV	Retour
TOUR_NEXT	Suivant
USER_ACTION_CORRECT_ACTION	L'apprenant a correctement réalisé l'étape.
USER_ACTION_WRONG_ACTION	L'apprenant a fait une erreur.
USER_ACTION_GOON	L'apprenant a cliqué sur "Poursuivre", aucun point pour cette étape.
USER_ACTION_GOON_AUTO	En raison du nombre d'erreurs, la simulation a automatiquement continué.
USER_ACTION_HELP	L'apprenant a demandé de l'aide, aucun point pour cette étape.
SLIDE_USER_ACTION_TEXTBOX_OPEN	L'apprenant a ouvert une zone de texte.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	L'apprenant a fermé une zone de texte.
QUIZ_CORRECT_RESPONSE	Réponse correcte
QUIZ_STUDENT_RESPONSE	Réponse de l'apprenant
QUIZ_LATENCY	Temps
QUIZ_SCORE	Score obtenu
QUIZ_REQ_SCORE	Score requis
QUIZ_MAX_SCORE	Score maximum
QUIZ_TIMEOUT_REACHED	Le délai de temporisation a expiré.
QUIZTYPE_MCHOICE	Quiz: choix multiples
QUIZTYPE_SQMAQUIZ	Quiz: renseignement des zones
QUIZTYPE_FIBQUIZ	Quiz: renseignez les espaces
QUIZTYPE_MATCHQUIZ	Quiz: correspondances
QUIZTYPE_CONNQUIZ	Quiz: connexion
QUIZTYPE_SCALEQUIZ	Quiz: curseur glissant
QUIZTYPE_GRIDQUIZ	Quiz: grille
QUIZTYPE_HOTSPOTQUIZ	Quiz: hotspot
QUIZTYPE_PUZZLEQUIZ	Quiz: puzzle
QUIZTYPE_MIXQUIZ	Quiz: tri
CONNECTING	Connexion en cours...
SYNCHRONIZE	Synchroniser
SYNCHRONIZED	Synchronisé
CONNECT	Connecter
BUBBLESTYLE_NOT_FOUND	Style de bulle non trouvé
LOADING_MACROSET	Chargement de contenus et ressources en cours
ZOOM_LEVEL_NOTIFICATION	Avertissement: Votre niveau de zoom n'est pas égal à 100%.
ctx_html.header_title	Aide au contenu
ctx_html.introtext	Les contenus d'aide suivants sont disponibles pour le contexte actuel. Cliquez sur l'élément par lequel vous souhaitez commencer.
ctx_html.introtext_noresult	Aucun contenu n'est disponible pour le contexte actuel. Ouvrez la library à partir de l'en-tête ou utilisez la recherche pour accéder à d'autres contenus.
ctx_html.query_empty	Requête vide
ctx_html.query_malformed	Requête non valide
ctx_html.search	Rechercher
ctx_html.library	Ouvrir library
ctx_html.language	Langue
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Enregistrement
qr_hint_dlg.dont_bother	Ne plus afficher
qr_hint_dlg.hint_end	Terminer l’enregistrement
qr_hint_dlg.hint_pause	Mettre en pause l’enregistrement
btnOk	Merci
qr_hint_dlg.hint_title	Notes concernant l’enregistrement
qr_hint_dlg.audio_help	Enregistrez votre texte avant de sélectionner une commande.
quiz_error_no_template_file	Erreur: modèle de fichier introuvable. Le système utilisera le modèle par défaut.
qr_hint_dlg.hint_end_1	Touche FIN
qr_hint_dlg.hint_pause_1	Touche PAUSE
