LIBRARY	library
EXER_FAILCLICK3	Выполните щелчок @1_keys_ в выделенной области.
EXER_FAILENTER	Вы выполнили неправильное наведение мыши @1_keys_.
EXER_FAILENTER1	Выполните наведение мыши @1_keys_ в выделенной области.
EXER_FAILMCLICK	Щелчок средней кнопкой мыши @1_keys_ не разрешен.
EXER_WOULDGOON	(Примечание: иначе будет продолжено автоматически)
EXER_YOURINPUT	Вы ввели "@1_input_".
EXER_TEXTINPUT	Введите "@1" в поле ввода "@2"!
EXER_SELECT	Выберите запись "@1"!
EXER_GOON	Перейти к следующему шагу
EXER_SHOWHELP	Да, показать справку
EXER_TRYAGAIN	Попробовать еще раз
EXER_ASK4HELP	Требуется помощь?
EXER_ONLY_VALID	Допустимые действия:
EXER_FORM_PREFIX	Введите следующие значения:
EXER_OR	или
EXER_AND	и
SCORE	Баллы
SCORE_REDUCED	Максимально возможное количество баллов за этот шаг уменьшено до
TOUR_START	Начать моделирование
TOUR_STOP	Прервать моделирование
TOUR_END	Остановка моделирования
TOUR_PLAY	Кнопка "Продолжить"
TOUR_JUMP	Выполнен переход к другому шагу моделирования.
TOUR_PREV	Назад
TOUR_NEXT	Дальше
USER_ACTION_CORRECT_ACTION	Обучающийся правильно выполнил шаг.
USER_ACTION_WRONG_ACTION	Обучающийся допустил ошибку.
USER_ACTION_GOON	Обучающийся нажал кнопку "Продолжить", баллов за этот шаг нет.
USER_ACTION_GOON_AUTO	Из-за количества ошибок моделирование было продолжено автоматически.
USER_ACTION_HELP	Обучающийся обратился к справке, баллов за этот шаг нет.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Обучающийся открыл текстовое поле.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Обучающийся закрыл текстовое поле.
QUIZ_CORRECT_RESPONSE	Правильный ответ
QUIZ_STUDENT_RESPONSE	Ответ обучающегося
QUIZ_LATENCY	Время
QUIZ_SCORE	Полученный балл
QUIZ_REQ_SCORE	Необходимый балл
QUIZ_MAX_SCORE	Максимальный балл
QUIZ_TIMEOUT_REACHED	Тайм-аут достигнут
QUIZTYPE_MCHOICE	Контрольный опрос: множественный выбор
QUIZTYPE_SQMAQUIZ	Контрольный опрос: заполнение полей
QUIZTYPE_FIBQUIZ	Контрольный опрос: заполнение пропусков
QUIZTYPE_MATCHQUIZ	Контрольный опрос: сопоставление
QUIZTYPE_CONNQUIZ	Контрольный опрос: соединение
QUIZTYPE_SCALEQUIZ	Контрольный опрос: ползунок
QUIZTYPE_GRIDQUIZ	Контрольный опрос: сетка
QUIZTYPE_HOTSPOTQUIZ	Контрольный опрос: горячая точка
QUIZTYPE_PUZZLEQUIZ	Контрольный опрос: пазл
QUIZTYPE_MIXQUIZ	Контрольный опрос: сортировка
CONNECTING	Соединение...
SYNCHRONIZE	Синхронизировать
SYNCHRONIZED	Синхронизировано
CONNECT	Соединить
BUBBLESTYLE_NOT_FOUND	Стиль выноски не найден.
LOADING_MACROSET	Загрузка контента и ресурсов
ZOOM_LEVEL_NOTIFICATION	Предупреждение: выбранный масштаб отличается от 100%.
ctx_html.header_title	Контекстная справка
ctx_html.introtext	Следующие контенты справки доступны для текущего контекста. Щелкните элемент, который необходимо запустить.
ctx_html.introtext_noresult	Отсутствует доступный контент для текущего контекста. Откройте библиотеку через строку заголовка ли используйте поиск для получения дополнительного контента.
ctx_html.query_empty	Пустой запрос.
ctx_html.query_malformed	Недействительный запрос.
ctx_html.search	Поиск
ctx_html.library	Открыть библиотеку
ctx_html.language	Язык
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Запись
qr_hint_dlg.dont_bother	Больше не показывать
qr_hint_dlg.hint_end	Завершите запись.
qr_hint_dlg.hint_pause	Приостановите запись.
btnOk	Спасибо!
qr_hint_dlg.hint_title	Подсказки по выполнению записи
qr_hint_dlg.audio_help	Запишите свой текст до выбора управляющего элемента.
quiz_error_no_template_file	Ошибка: файл шаблона не найден. Будет использован файл шаблона по умолчанию.
qr_hint_dlg.hint_end_1	Клавиша КОНЕЦ
qr_hint_dlg.hint_pause_1	Клавиша ПАУЗА
