LIBRARY	library
EXER_FAIL3	Tindakan yang Anda lakukan tidak benar. 1 nilai telah dikurangi untuk setiap kesalahan dari total nilai Anda. Nilai yang tersisa untuk tindakan ini: @1_rest-points_.
EXER_FAILKEY1	Anda telah menekan tombol @1_key_.
EXER_FAILKEY2	Tombol fungsi yang dapat digunakan adalah: @1_keys_.
EXER_FAILRADIO	Semua tombol yang valid disorot.
EXER_FAILINPUT	Semua area teks yang valid disorot.
EXER_FAILSELECT	Semua kotak pilihan yang valid disorot.
EXER_FAILDRAG	Anda melakukan pengoperasian tarik @1_keys_ yang tidak valid.
EXER_FAILDRAG1	Harap melakukan pengoperasian tarik @1_keys_ pada area yang disorot.
EXER_FAILDROP	Anda lakukan pengoperasian taruh @1_keys_ yang tidak valid.
EXER_FAILDROP1	Harap lakukan pengoperasian taruh @1_keys_ pada area yang disorot.
EXER_FAILDBLCLICK	Anda melakukan klik dua kali @1_keys_ yang tidak valid.
EXER_FAILDBLCLICK1	Harap mengeklik dua kali @1_keys_ pada area yang disorot.
EXER_FAILCLICK	Anda @1_keys_ mengeklik area yang tidak valid.
EXER_FAILCLICK1	Semua area yang valid disorot.
EXER_FAILCLICK2	Anda melakukan klik @1_keys_ yang tidak valid.
EXER_FAILCLICK3	Harap mengklik @1_keys_ pada area yang disorot.
EXER_FAILENTER	Anda melakukan gulir mouse @1_keys_ yang tidak valid.
EXER_FAILENTER1	Harap lakukan gulir mouse @1_keys_ pada area yang disorot.
EXER_FAILMCLICK	@1_keys_ klik tengah tidak diizinkan.
EXER_WOULDGOON	(Catatan: Jika tidak dilakukan, akan dilanjutkan secara otomatis)
EXER_YOURINPUT	Anda telah memasukkan "@1_input_".
EXER_TEXTINPUT	Masukkanlah "@1" ke dalam bidang masukan "@2"!
EXER_SELECT	Silakan pilih entri "@1"!
EXER_GOON	Lanjutkan ke tahap berikutnya
EXER_SHOWHELP	Ya, tampilkan bantuan
EXER_TRYAGAIN	Coba lagi
EXER_ASK4HELP	Apakah Anda butuh bantuan?
EXER_ONLY_VALID	Tindakan yang diizinkan adalah:
EXER_FORM_PREFIX	Masukkan nilai berikut:
EXER_OR	atau
EXER_AND	dan
SCORE	Nilai
SCORE_REDUCED	Nilai yang mungkin untuk tahap ini dikurangi menjadi
TOUR_START	Simulasi mulai
TOUR_STOP	Simulasi dibatalkan
TOUR_END	Akhir simulasi
TOUR_PLAY	Tombol Lanjutkan
TOUR_JUMP	Melompat ke tahap lain dalam simulasi.
TOUR_PREV	Kembali
TOUR_NEXT	Selanjutnya
USER_ACTION_CORRECT_ACTION	Pelajar sudah melakukan tahap yang benar.
USER_ACTION_WRONG_ACTION	Pelajar sudah membuat kesalahan.
USER_ACTION_GOON	Pelajar mengeklik pada tombol 'lanjutkan', tidak ada nilai untuk tahap ini.
USER_ACTION_GOON_AUTO	Karena sudah terlalu banyak kesalahan, simulasi berlanjut secara otomatis.
USER_ACTION_HELP	Pelajar telah meminta bantuan, tidak ada nilai untuk tahap ini.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Pelajar sudah membuka kotak teks.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Pelajar sudah menutup kotak teks.
QUIZ_CORRECT_RESPONSE	Jawaban yang benar
QUIZ_STUDENT_RESPONSE	Jawaban pelajar
QUIZ_LATENCY	Waktu
QUIZ_SCORE	Nilai yang Didapatkan
QUIZ_REQ_SCORE	Nilai yang Diperlukan
QUIZ_MAX_SCORE	Nilai Maksimum
QUIZ_TIMEOUT_REACHED	Waktu habis tercapai
QUIZTYPE_MCHOICE	Kuis: Pilihan ganda
QUIZTYPE_SQMAQUIZ	Kuis: Isilah pada bidang
QUIZTYPE_FIBQUIZ	Kuis: Isilah yang kosong
QUIZTYPE_MATCHQUIZ	Kuis: Pencocokan
QUIZTYPE_CONNQUIZ	Kuis: Koneksi
QUIZTYPE_SCALEQUIZ	Kuis: Kontrol slide
QUIZTYPE_GRIDQUIZ	Kuis: Grid
QUIZTYPE_HOTSPOTQUIZ	Kuis: Hotspot
QUIZTYPE_PUZZLEQUIZ	Kuis: Teka-Teki
QUIZTYPE_MIXQUIZ	Kuis: Mengurutkan
CONNECTING	Melakukan koneksi ...
SYNCHRONIZE	Sinkronisasikan
SYNCHRONIZED	Disinkronisasikan
CONNECT	Menghubungkan
BUBBLESTYLE_NOT_FOUND	Gaya gelembung tidak ditemukan.
LOADING_MACROSET	Memuat konten dan sumber.
ZOOM_LEVEL_NOTIFICATION	Peringatan: Level pembesaran Anda berbeda dari 100%.
ctx_html.header_title	Bantuan Konteks
ctx_html.introtext	Konten bantuan berikut tersedia untuk konteks konteks terkini. Klik item yang ingin Anda mulai.
ctx_html.introtext_noresult	Tidak ada konten yang tersedia untuk konteks terkini. Buka pustaka dari bagian atas atau gunakan pencarian untuk mendapatkan konten lebih lanjut.
ctx_html.query_empty	Pertanyaan kosong.
ctx_html.query_malformed	Pertanyaan tidak valid.
ctx_html.search	Cari
ctx_html.library	Buka pustaka
ctx_html.language	Bahasa
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Petunjuk Perekaman
qr_hint_dlg.dont_bother	Jangan tampilkan lagi
qr_hint_dlg.hint_end	Selesaikan perekaman.
qr_hint_dlg.hint_pause	Jeda perekaman.
btnOk	Ok
qr_hint_dlg.hint_title	Petunjuk Perekaman
qr_hint_dlg.audio_help	Rekam teks Anda sebelum memilih kontrol.
quiz_error_no_template_file	Kesalahan: File templat tidak ditemukan. File default akan digunakan.
qr_hint_dlg.hint_end_1	Tombol END
qr_hint_dlg.hint_pause_1	Tombol PAUSE
