LIBRARY	library
GUIDEDPRESENTATION_START1	يقوم نمط "العرض التقديمي الإرشادي" بتنفيذ عملية ضمن المحاكاة تلقائيًا. مؤشر الماوس والمنطقة المميزة يعرضان الخطوة الحالية.
GUIDEDPRESENTATION_START2	اتبع الإجراءات خطوة بخطوة وتأكد من كل إجراء فيما بعد.
GUIDEDPRESENTATION_STOP	تم إنهاء العرض الإرشادي.
EXER_FAIL1	الإجراء الذي نفذته غير صحيح.
EXER_FAIL2	الإجراء الذي نفذته غير صحيح. تم حذف نقطة واحدة من مجموع النقاط الإجمالية الخاصة بك. النقاط المتبقية لهذا الإجراء: @1_rest-points_.
EXER_FAIL3	الإجراء الذي نفذته غير صحيح. تم حذف نقطة واحدة من كل خطأ من مجموع النقاط الإجمالية الخاصة بك. النقاط المتبقية لهذا الإجراء: @1_rest-points_.
EXER_FAILKEY1	لقد ضغطت على المفتاح ‎@1_key_‎.
EXER_FAILKEY2	‎‎المفاتيح الوظيفية التي يمكن استخدامها:‎‎ @1_keys_.
EXER_FAILRADIO	جميع الأزرار الصالحة مميزة بألوان.
EXER_FAILINPUT	تم تمييز مناطق النصوص الصالحة.
EXER_FAILSELECT	تم تمييز كل خانات الخيار الصالحة.
EXER_FAILDRAG	لقد قمت بإجراء @1_keys_ عملية سحب غير صالحة.
EXER_FAILDRAG1	الرجاء تنفيذ @1_keys_ عملية سحب واحدة بداخل المنطقة المعلَمة.
EXER_FAILDROP	لقد قمت بإجراء @1_keys_ عملية إسقاط غير صالحة.
EXER_FAILDROP1	الرجاء تنفيذ @1_keys_ عملية إسقاط واحدة بداخل المنطقة المعلَمة.
EXER_FAILDBLCLICK	لقد قمت بإجراء @1_keys_ نقرة مزدوجة غير صالحة.
EXER_FAILDBLCLICK1	الرجاء تنفيذ @1_keys_ نقرة مزدوجة واحدة بداخل المنطقة المعلَمة.
EXER_FAILCLICK	لقد نقرت مع استخدام المفتاح ‎@1_keys_‎ فوق منطقة غير صالحة.
EXER_FAILCLICK1	جميع المناطق الصالحة مميزة بألوان.
EXER_FAILCLICK2	لقد قمت بإجراء @1_keys_ نقرة غير صالحة.
EXER_FAILCLICK3	الرجاء تنفيذ @1_keys_ نقرة واحدة بداخل المنطقة المعلَمة.
EXER_FAILENTER	لقد قمت بإجراء @1_keys_ مرور بالماوس غير صالح.
EXER_FAILENTER1	الرجاء تنفيذ @1_keys_ مرور بالماوس بداخل المنطقة المعلَمة.
EXER_FAILMCLICK	غير مسموح بالنقر بزر الماوس الأوسط مع استخدام المفتاح ‎@1_keys_‎.
EXER_WOULDGOON	(ملاحظة: وإلا تكتمل بشكل تلقائي)
EXER_YOURINPUT	لقد أدخلت "‎"@1_input_‎
EXER_TEXTINPUT	رجاءً إدخال "@1" في حقل الإدخال "@2"!
EXER_SELECT	رجاءً تحديد الإدخال "@1"!
EXER_GOON	الانتقال إلى الخطوة التالية
EXER_SHOWHELP	نعم، أظهر المساعدة
EXER_TRYAGAIN	المحاولة مرة أخرى
EXER_ASK4HELP	هل تريد المساعدة؟
EXER_ONLY_VALID	الإجراءات المسموح بها هي:
EXER_FORM_PREFIX	أدخل القيم التالية:
EXER_OR	أو
EXER_AND	و
SCORE	النقاط
SCORE_REDUCED	تم تقليل النقاط الممكنة لهذه الخطوة لتصبح
TOUR_START	بداية المحاكاة
TOUR_STOP	إيقاف المحاكاة
TOUR_END	نهاية المحاكاة
TOUR_PLAY	زر المتابعة
TOUR_JUMP	تم الانتقال إلى خطوة أخرى في المحاكاة.
TOUR_PREV	الخلف
TOUR_NEXT	التالي
USER_ACTION_CORRECT_ACTION	نفذ المتعلِم الخطوة بنجاح.
USER_ACTION_WRONG_ACTION	ارتكب المتعلم خطأً.
USER_ACTION_GOON	قام المتعلم بالنقر فوق "استمرار"، لا توجد نقاط لهذه الخطوة.
USER_ACTION_GOON_AUTO	بسبب حجم الأخطاء، استمرت المحاكاة تلقائيًا.
USER_ACTION_HELP	طلب المتعلم المساعدة، لا توجد نقاط لهذه الخطوة.
SLIDE_USER_ACTION_TEXTBOX_OPEN	لقد فتح المتعلم مربع نص.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	لقد أغلق المتعلم مربع نص.
QUIZ_CORRECT_RESPONSE	الجواب الصحيح
QUIZ_STUDENT_RESPONSE	إجابة المتعلم
QUIZ_LATENCY	الوقت
QUIZ_SCORE	مجموع النقاط المكتسب
QUIZ_REQ_SCORE	مجموع النقاط المطلوب
QUIZ_MAX_SCORE	أقصى مجموع نقاط
QUIZ_TIMEOUT_REACHED	تم الوصول لمهلة انتهاء الوقت
QUIZTYPE_MCHOICE	امتحان موجز: الاختيار من متعدد
QUIZTYPE_SQMAQUIZ	امتحان موجز: ملء الحقول
QUIZTYPE_FIBQUIZ	امتحان موجز: ملء الفراغات
QUIZTYPE_MATCHQUIZ	امتحان موجز: تطابق
QUIZTYPE_CONNQUIZ	امتحان موجز: اتصال
QUIZTYPE_SCALEQUIZ	امتحان موجز: تحكم بالتمرير
QUIZTYPE_GRIDQUIZ	امتحان موجز: شبكة
QUIZTYPE_HOTSPOTQUIZ	امتحان موجز: منطقة الصور
QUIZTYPE_PUZZLEQUIZ	امتحان موجز: لغز
QUIZTYPE_MIXQUIZ	امتحان موجز: ترتيب
CONNECTING	جارٍ الاتصال...
SYNCHRONIZE	مزامنة
SYNCHRONIZED	متزامن
CONNECT	اتصال
BUBBLESTYLE_NOT_FOUND	لم يتم العثور على نمط الفقاعة.
LOADING_MACROSET	تحميل المحتوى والموارد.
ZOOM_LEVEL_NOTIFICATION	تحذير: يختلف مستوى التكبير/التصغير لديك عن 100%.
ctx_html.header_title	مساعدة السياق
ctx_html.introtext	تتوفر محتويات المساعدة التالية للسياق الحالي. انقر فوق العنصر الذي تود بدء تشغيله.
ctx_html.introtext_noresult	لا يتوفر أي محتوى للسياق الحالي. قم بفتح library من المقدمة أو استخدم البحث لاستدعاء محتوى آخر.
ctx_html.query_empty	الاستعلام فارغ.
ctx_html.query_malformed	الاستعلام غير صالح.
ctx_html.search	بحث
ctx_html.library	فتح library
ctx_html.language	اللغة
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	تسجيل
qr_hint_dlg.dont_bother	عدم الإظهار مرة أخرى
qr_hint_dlg.hint_end	إنهاء التسجيل.
qr_hint_dlg.hint_pause	إيقاف التسجيل مؤقتًا.
btnOk	شكرًا
qr_hint_dlg.hint_title	تلميحات التسجيل
qr_hint_dlg.audio_help	تسجيل النص الخاص بك قبل تحديد عنصر تحكم.
quiz_error_no_template_file	خطأ: لم يتم العثور على ملف القالب. سيتم استخدام الافتراضي.
BOOK_PREVIOUS_CHAPTER	الفصل السابق
BOOK_PREVIOUS_PAGE	الصفحة السابقة
WAITING	تحميل الصفحة ...
qr_hint_dlg.hint_end_1	المفتاح 'إنهاء'
qr_hint_dlg.hint_pause_1	المفتاح 'إيقاف مؤقت'
