LIBRARY	library
EXER_FAILCLICK1	Всі дійсні області виділяються.
EXER_FAILCLICK2	Ви виконали недійсний @1_keys_ клац.
EXER_FAILCLICK3	Виконайте клац @1_keys_ в межах виділеної області.
EXER_FAILENTER	Ви виконали недійсне @1_keys_ наведення миша.
EXER_FAILENTER1	Виконайте @1_keys_ наведення миші в межах виділеної області.
EXER_FAILMCLICK	Клац середньою кнопкою миші @1_keys_ не дозволяється.
EXER_WOULDGOON	(Нотатка: інакше продовжити автоматично)
EXER_YOURINPUT	Ви ввели "@1_input_".
EXER_TEXTINPUT	Введіть "@1" у полі введення "@2"!
EXER_SELECT	Виберіть запис "@1"!
EXER_GOON	Перейти до наступного кроку
EXER_SHOWHELP	Так, показати довідку
EXER_TRYAGAIN	Спробувати знову
EXER_ASK4HELP	Вам необхідна допомога?
EXER_ONLY_VALID	Дозволеними операціями є:
EXER_FORM_PREFIX	Введіть наступні значення:
EXER_OR	або
EXER_AND	і
SCORE	Пункти
SCORE_REDUCED	Можливі пункти для цього кроку скорочено до
TOUR_START	Початок моделювання
TOUR_STOP	Переривання моделювання
TOUR_END	Завершення моделювання
TOUR_PLAY	Кнопка продовження
TOUR_JUMP	Виконано перехід до іншого кроку в межах моделювання.
TOUR_PREV	Назад
TOUR_NEXT	Далі
USER_ACTION_CORRECT_ACTION	Учень успішно виконав крок.
USER_ACTION_WRONG_ACTION	Учень допустився помилки.
USER_ACTION_GOON	Учень клацнув "продовжити", жодних пунктів для цього кроку.
USER_ACTION_GOON_AUTO	Через кількість помилок моделювання продовжено автоматично.
USER_ACTION_HELP	Учень попросив допомоги, жодних пунктів для цього кроку.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Учень відкрив текстове вікно.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Учень закрив текстове вікно.
QUIZ_CORRECT_RESPONSE	Правильна відповідь
QUIZ_STUDENT_RESPONSE	Відповідь учня
QUIZ_LATENCY	Час
QUIZ_SCORE	Отримана оцінка
QUIZ_REQ_SCORE	Необхідна оцінка
QUIZ_MAX_SCORE	Максимальна оцінка
QUIZ_TIMEOUT_REACHED	Перевищення часу досягнуто
QUIZTYPE_MCHOICE	Контрольне опитування: множинний вибір
QUIZTYPE_SQMAQUIZ	Контрольне опитування: заповніть поля
QUIZTYPE_FIBQUIZ	Контрольне опитування: заповніть пробіли
QUIZTYPE_MATCHQUIZ	Контрольне опитування: звірення
QUIZTYPE_CONNQUIZ	Контрольне опитування: з'єднання
QUIZTYPE_SCALEQUIZ	Контрольне опитування: плавне регулювання
QUIZTYPE_GRIDQUIZ	Контрольне опитування: сітка
QUIZTYPE_HOTSPOTQUIZ	Контрольне опитування: гаряча точка
QUIZTYPE_PUZZLEQUIZ	Контрольне опитування: пазл
QUIZTYPE_MIXQUIZ	Контрольне опитування: сортування
CONNECTING	З'єднання...
SYNCHRONIZE	Синхронізувати
SYNCHRONIZED	Синхронізовано
CONNECT	З'єднати
BUBBLESTYLE_NOT_FOUND	Стиль бульбашки не знайдено.
LOADING_MACROSET	Завантаження вмісту і ресурсів.
ZOOM_LEVEL_NOTIFICATION	Застереження: Ваш рівень масштабування не дорівнює 100%.
ctx_html.header_title	Контекстна довідка
ctx_html.introtext	Наступний вміст довідки доступний для поточного контексту. Клацніть позицію, з якої ви бажаєте почати.
ctx_html.introtext_noresult	Вміст недоступний для поточного контексту. Відкрийте бібліотеку із заголовка або скористайтесь пошуком для виклику подальшого вмісту.
ctx_html.query_empty	Запит порожній.
ctx_html.query_malformed	Запит недійсний.
ctx_html.search	Шукати
ctx_html.library	Відкрити бібліотеку
ctx_html.language	Мова
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Записування
qr_hint_dlg.dont_bother	Більше не показувати
qr_hint_dlg.hint_end	Завершити записування.
qr_hint_dlg.hint_pause	Призупинити записування.
btnOk	Дякуємо
qr_hint_dlg.hint_title	Примітки записування
qr_hint_dlg.audio_help	Запишіть свій текст перш ніж вибрати клавішу керування.
quiz_error_no_template_file	Помилка: файл шаблону не знайдений. Буде використовуватись усталений.
Help	Help
qr_hint_dlg.hint_end_1	Клавіша ЗАВЕРШИТИ
qr_hint_dlg.hint_pause_1	Клавіша ПАУЗА
