LIBRARY	library
EXER_FAILSELECT	Všetky platné polia výberu sú zvýraznené.
EXER_FAILDRAG	Vykonali ste neplatnú operáciu presunutia @1_keys_.
EXER_FAILDRAG1	Vykonajte operáciu presunutia @1_keys_ v rámci zvýraznenej oblasti.
EXER_FAILDROP	Vykonali ste neplatnú operáciu pustenia @1_keys_.
EXER_FAILDROP1	Vykonajte operáciu pustenia @1_keys_ v rámci zvýraznenej oblasti.
EXER_FAILDBLCLICK	Vykonali ste neplatné dvojité kliknutie @1_keys_.
EXER_FAILDBLCLICK1	Dvakrát kliknite @1_keys_ do zvýraznenej oblasti.
EXER_FAILCLICK	Klikli @1_keys_ ste na neplatnú oblasť.
EXER_FAILCLICK1	Všetky platné oblasti sú zvýraznené.
EXER_FAILCLICK2	Vykonali ste neplatné kliknutie @1_keys_.
EXER_FAILCLICK3	Kliknite @1_keys_ do zvýraznenej oblasti.
EXER_FAILENTER	Vykonali ste neplatné presunutie myšou @1_keys_.
EXER_FAILENTER1	Vykonajte presun myšou @1_keys_ v rámci zvýraznenej oblasti.
EXER_FAILMCLICK	Kliknutie stredným tlačidlom myši @1_keys_ nie je povolený.
EXER_WOULDGOON	(Poznámka: V opačnom prípade sa pokračuje automaticky)
EXER_YOURINPUT	Zadali ste "@1_input_".
EXER_TEXTINPUT	Zadajte "@1" do vstupného poľa "@2"!
EXER_SELECT	Vyberte záznam "@1"!
EXER_GOON	Prejdite na ďalší krok
EXER_SHOWHELP	Áno, zobraz nápoveď
EXER_TRYAGAIN	Skúste znova
EXER_ASK4HELP	Potrebujete pomoc?
EXER_ONLY_VALID	Povolené akcie sú:
EXER_FORM_PREFIX	Zadajte nasledujúce hodnoty:
EXER_OR	alebo
EXER_AND	a
SCORE	Body
SCORE_REDUCED	Možné body pre tento krok znížené na
TOUR_START	Spustiť simuláciu
TOUR_STOP	Prerušiť simuláciu
TOUR_END	Zastavenie simulácie
TOUR_PLAY	Tlačidlo Pokračovať
TOUR_JUMP	Preskočili ste do ďalšieho kroku v simulácii.
TOUR_PREV	Späť
TOUR_NEXT	Nasled.
USER_ACTION_CORRECT_ACTION	Žiak úspešne vykonal krok.
USER_ACTION_WRONG_ACTION	Žiak urobil chybu.
USER_ACTION_GOON	Žiak klikol na "Pokračovať", žiadne body pre tento krok.
USER_ACTION_GOON_AUTO	Simulácia pokračovala kvôli množstvu chýb automaticky.
USER_ACTION_HELP	Žiak požiadal o nápoveď, žiadne body pre tento krok.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Žiak otvoril textové pole.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Žiak zatvoril textové pole.
QUIZ_CORRECT_RESPONSE	Správna odpoveď
QUIZ_STUDENT_RESPONSE	Odpoveď žiaka
QUIZ_LATENCY	Čas
QUIZ_SCORE	Získané skóre
QUIZ_REQ_SCORE	Potrebné skóre
QUIZ_MAX_SCORE	Maximálne skóre
QUIZ_TIMEOUT_REACHED	Dosiahnutý časový limit
QUIZTYPE_MCHOICE	Kvíz: Viacnásobný výber
QUIZTYPE_SQMAQUIZ	Kvíz: Vyplňte polia
QUIZTYPE_FIBQUIZ	Kvíz: Vyplňte prázdne miesta
QUIZTYPE_MATCHQUIZ	Kvíz: Spojovanie
QUIZTYPE_CONNQUIZ	Kvíz: Prepojenie
QUIZTYPE_SCALEQUIZ	Kvíz: Ovládanie posunu
QUIZTYPE_GRIDQUIZ	Kvíz: Mriežka
QUIZTYPE_HOTSPOTQUIZ	Kvíz: Aktívny bod
QUIZTYPE_PUZZLEQUIZ	Kvíz: Puzzle
QUIZTYPE_MIXQUIZ	Kvíz: Triedenie
CONNECTING	Pripája sa...
SYNCHRONIZE	Synchronizovať
SYNCHRONIZED	Synchronizované
CONNECT	Spojiť
BUBBLESTYLE_NOT_FOUND	Typ bubliny sa nenašiel.
LOADING_MACROSET	Načítava sa obsah a zdroje.
ZOOM_LEVEL_NOTIFICATION	Varovanie: Vaša úroveň zväčšenia je nastavená na inú hodnotu než 100%.
ctx_html.header_title	Kontextová nápoveď
ctx_html.introtext	Pre aktuálny kontext sú k dispozícii nasledujúce obsahy nápovede. Kliknite na položku, ktorú chcete spustiť.
ctx_html.introtext_noresult	Pre aktuálny kontext nie je k dispozícii žiadny obsah. Na získanie ďalšieho obsahu otvorte library z hlavičky alebo použite vyhľadávanie.
ctx_html.query_empty	Prázdna požiadavka
ctx_html.query_malformed	Požiadavka neplatná
ctx_html.search	Hľadať
ctx_html.library	Otvoriť library
ctx_html.language	Jazyk
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Záznam
qr_hint_dlg.dont_bother	Už nezobrazovať
qr_hint_dlg.hint_end	Dokončite záznam.
qr_hint_dlg.hint_pause	Pozastavte záznam.
btnOk	Ďakujeme
qr_hint_dlg.hint_title	Poznámky k záznamu
qr_hint_dlg.audio_help	Zaznamenajte svoj text pred výberom ovládacieho prvku.
quiz_error_no_template_file	Chyba: Súbor predlôh sa nenašiel. Použije sa predvolený.
qr_hint_dlg.hint_end_1	Kláves UKONČIŤ
qr_hint_dlg.hint_pause_1	Kláves POZASTAVIŤ
