LIBRARY	library
EXER_FAILCLICK	Вие @1_keys_ сте кликнали на невалидна област.
EXER_FAILCLICK1	Всички валидни области са осветени.
EXER_FAILCLICK2	Изпълнили сте невалидно @1_keys_ кликване.
EXER_FAILCLICK3	Моля, изпълнете @1_keys_ кликване в рамките на осветената област.
EXER_FAILENTER	Изпълнили сте невалидно@1_keys_ посочване с курсора.
EXER_FAILENTER1	Моля, изпълнете @1_keys_ посочване с курсора в рамките на осветената област.
EXER_FAILMCLICK	@1_keys_ кликване със средния бутон на мишката не е позволено.
EXER_WOULDGOON	(Забележка: в противен случай автоматично продължаване)
EXER_YOURINPUT	Въвели сте '@1_input_'.
EXER_TEXTINPUT	Моля, въведете '@1' в полето за запис '@2' !
EXER_SELECT	Моля, изберете запис '@1' !
EXER_GOON	Продължаване със следващата стъпка
EXER_SHOWHELP	Да, покажете помощта
EXER_TRYAGAIN	Опитайте отново
EXER_ASK4HELP	Нуждаете ли се от помощ?
EXER_ONLY_VALID	Позволените действия са:
EXER_FORM_PREFIX	Въвеждане на следните стойности:
EXER_OR	или
EXER_AND	и
SCORE	Точки
SCORE_REDUCED	Възможните точки за тази стъпка са намалени на
TOUR_START	Начало на симулация
TOUR_STOP	Прекратяване на симулация
TOUR_END	Край на симулация
TOUR_PLAY	Бутон за продължаване
TOUR_JUMP	Извършен е преход към друга стъпка в рамките на симулацията.
TOUR_PREV	Назад
TOUR_NEXT	Следващ
USER_ACTION_CORRECT_ACTION	Обучаващият се успешно изпълни стъпката.
USER_ACTION_WRONG_ACTION	Обучаващият се направи грешка.
USER_ACTION_GOON	Обучаващият се кликна върху "продължаване", без точки за тази стъпка.
USER_ACTION_GOON_AUTO	Поради броя на грешките симулацията продължи автоматично.
USER_ACTION_HELP	Обучаващият се помоли за помощ, без точки за тази стъпка.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Обучаващият се отвори текстово поле.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Обучаващият се затвори текстово поле.
QUIZ_CORRECT_RESPONSE	Правилен отговор
QUIZ_STUDENT_RESPONSE	Отговор на обучаващ се
QUIZ_LATENCY	Време
QUIZ_SCORE	Постигнат резултат
QUIZ_REQ_SCORE	Необходим резултат
QUIZ_MAX_SCORE	Максимален резултат
QUIZ_TIMEOUT_REACHED	Достигнат е таймаут
QUIZTYPE_MCHOICE	Тест: множествен избор
QUIZTYPE_SQMAQUIZ	Тест: попълване на полетата
QUIZTYPE_FIBQUIZ	Тест: попълване на празни места
QUIZTYPE_MATCHQUIZ	Тест: съответствие
QUIZTYPE_CONNQUIZ	Тест: свързване
QUIZTYPE_SCALEQUIZ	Тест: контрол на курсор
QUIZTYPE_GRIDQUIZ	Тест: решетка
QUIZTYPE_HOTSPOTQUIZ	Тест: гореща точка
QUIZTYPE_PUZZLEQUIZ	Тест: пъзел
QUIZTYPE_MIXQUIZ	Тест: сортиране
CONNECTING	Свързване...
SYNCHRONIZE	Синхронизиране
SYNCHRONIZED	Синхронизиран
CONNECT	Свързване
BUBBLESTYLE_NOT_FOUND	Не е намерен стил мехурче.
LOADING_MACROSET	Зареждане на съдържание и ресурси.
ZOOM_LEVEL_NOTIFICATION	Предупреждение: Вашето ниво на мащабиране е различно от 100%.
ctx_html.header_title	Помощ за контекст
ctx_html.introtext	За текущия контекст е налично следното помощно съдържание. Кликнете върху позицията, която бихте желали да стартирате.
ctx_html.introtext_noresult	Не е налично съдърж.за текущия контекст. Отворете библиот.от загл.или използвайте търсенето за вземане на допълн.съдърж.
ctx_html.query_empty	Запитването е празно.
ctx_html.query_malformed	Запитването е невалидно.
ctx_html.search	Търсене
ctx_html.library	Отваряне на библиотека
ctx_html.language	Език
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Записване
qr_hint_dlg.dont_bother	Да не се показва повече
qr_hint_dlg.hint_end	Завършете записването.
qr_hint_dlg.hint_pause	Прекъснете записването.
btnOk	Благодаря
qr_hint_dlg.hint_title	Съвети относно записването
qr_hint_dlg.audio_help	Запишете текста си преди да изберете контролен елемент.
quiz_error_no_template_file	Грешка: не е открит файл с шаблон. Ще се използва този по подразбиране.
qr_hint_dlg.hint_end_1	Клавиш END
qr_hint_dlg.hint_pause_1	Клавиш PAUSE 
