LIBRARY	library
EXER_FAILCLICK2	Você efetuou um clique @1_keys_ inválido.
EXER_FAILCLICK3	Execute um clique @1_keys_ na área marcada.
EXER_FAILENTER	Você executou um mouseover @1_keys_ inválido.
EXER_FAILENTER1	Execute um mouseover @1_keys_ na área marcada.
EXER_FAILMCLICK	Não é permitido um clique no meio @1_keys_.
EXER_WOULDGOON	(Nota: caso contrário, continua automaticamente)
EXER_YOURINPUT	Você inseriu "@1_input_".
EXER_TEXTINPUT	Insira "@1" no campo de entrada "@2".
EXER_SELECT	Selecione a entrada "@1".
EXER_GOON	Ir para a próxima etapa
EXER_SHOWHELP	Sim, visualizar ajuda
EXER_TRYAGAIN	Tentar novamente
EXER_ASK4HELP	Você necessita de ajuda?
EXER_ONLY_VALID	As ações permitidas são:
EXER_FORM_PREFIX	Inserir os seguintes valores:
EXER_OR	ou
EXER_AND	e
SCORE	Pontos
SCORE_REDUCED	Pontos possíveis para este passo reduzidos para
TOUR_START	Início da simulação
TOUR_STOP	Cancelamento da simulação
TOUR_END	Fim da simulação
TOUR_PLAY	Botão Continuar
TOUR_JUMP	Ir para outra etapa na simulação.
TOUR_PREV	Voltar
TOUR_NEXT	Seguinte
USER_ACTION_CORRECT_ACTION	O participante realizou a etapa corretamente.
USER_ACTION_WRONG_ACTION	O participante cometeu um erro.
USER_ACTION_GOON	O participante clicou em "continuar", nenhum ponto para esta etapa.
USER_ACTION_GOON_AUTO	Devido ao número de erros, a simulação continua automaticamente.
USER_ACTION_HELP	O participante pediu ajuda, nenhum ponto para esta etapa.
SLIDE_USER_ACTION_TEXTBOX_OPEN	O participante abriu um campo de texto.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	O participante fechou um campo de texto.
QUIZ_CORRECT_RESPONSE	Resposta correta
QUIZ_STUDENT_RESPONSE	Resposta do participante
QUIZ_LATENCY	Tempo
QUIZ_SCORE	Pontuação adquirida
QUIZ_REQ_SCORE	Pontuação necessária
QUIZ_MAX_SCORE	Pontuação máxima
QUIZ_TIMEOUT_REACHED	Timeout atingido
QUIZTYPE_MCHOICE	Quiz: múltipla escolha
QUIZTYPE_SQMAQUIZ	Quiz: preencher campos
QUIZTYPE_FIBQUIZ	Quiz: preencher espaços em branco
QUIZTYPE_MATCHQUIZ	Quiz: correspondência
QUIZTYPE_CONNQUIZ	Quiz: conexão
QUIZTYPE_SCALEQUIZ	Quiz: controle deslizante
QUIZTYPE_GRIDQUIZ	Quiz: grade
QUIZTYPE_HOTSPOTQUIZ	Quiz: hotspot
QUIZTYPE_PUZZLEQUIZ	Quiz: quebra-cabeça
QUIZTYPE_MIXQUIZ	Quiz: classificação
CONNECTING	Conectando...
SYNCHRONIZE	Sincronizar
SYNCHRONIZED	Sincronizado
CONNECT	Conectar
BUBBLESTYLE_NOT_FOUND	Estilo de balão não encontrado.
LOADING_MACROSET	Carregando conteúdo e recursos.
ZOOM_LEVEL_NOTIFICATION	Advertência: seu nível de zoom é diferente de 100%.
ctx_html.header_title	Ajuda de contexto
ctx_html.introtext	Os seguintes conteúdos de ajuda estão disponíveis para o contexto atual. Clicar no item que se pretende iniciar.
ctx_html.introtext_noresult	Nenhum conteúdo disponível para o contexto atual. Abrir a library a partir do cabeçalho ou utilizar a pesquisa para obter mais conteúdo.
ctx_html.query_empty	Consulta vazia.
ctx_html.query_malformed	Consulta inválida.
ctx_html.search	Pesquisa
ctx_html.library	Abrir library
ctx_html.language	Idioma
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Gravação
qr_hint_dlg.dont_bother	Não exibir novamente
qr_hint_dlg.hint_end	Conclua a gravação.
qr_hint_dlg.hint_pause	Pause a gravação.
btnOk	Obrigado
qr_hint_dlg.hint_title	Dicas de gravação
qr_hint_dlg.audio_help	Grave seu texto antes de selecionar um controle.
quiz_error_no_template_file	Erro: arquivo modelo não encontrado. Será utilizado o padrão.
qr_hint_dlg.hint_end_1	Tecla END
qr_hint_dlg.hint_pause_1	Tecla PAUSE
