LIBRARY	library
EXER_FAILDROP1	Proveďte operaci puštění (@1_keys_) ve zvýrazněné oblasti.
EXER_FAILDBLCLICK	Provedli jste neplatné dvojité kliknutí (@1_keys_).
EXER_FAILDBLCLICK1	Proveďte dvojité kliknutí (@1_keys_) ve zvýrazněné oblasti.
EXER_FAILCLICK	Klikli jste (@1_keys_) na neplatnou oblast.
EXER_FAILCLICK1	Všechny platné oblasti jsou zvýrazněny.
EXER_FAILCLICK2	Provedli jste neplatné kliknutí (@1_keys_).
EXER_FAILCLICK3	Proveďte kliknutí (@1_keys_) ve zvýrazněné oblasti.
EXER_FAILENTER	Provedli jste neplatné přejetí myši (@1_keys_).
EXER_FAILENTER1	Proveďte přejetí myši (@1_keys_) ve zvýrazněné oblasti.
EXER_FAILMCLICK	Kliknutí prostředním tlačítkem (@1_keys_) není povoleno.
EXER_WOULDGOON	(Poznámka: Jinak se pokračuje automaticky.)
EXER_YOURINPUT	Zadali jste „@1_input_“.
EXER_TEXTINPUT	Zadejte „@1“ do vstupního pole „@2“!
EXER_SELECT	Vyberte položku „@1“!
EXER_GOON	Pokračovat dalším krokem
EXER_SHOWHELP	Ano, zobrazit nápovědu.
EXER_TRYAGAIN	Zkusit znovu
EXER_ASK4HELP	Potřebujete pomoc?
EXER_ONLY_VALID	Povolené akce:
EXER_FORM_PREFIX	Zadejte následující hodnoty:
EXER_OR	nebo
EXER_AND	a
SCORE	Body
SCORE_REDUCED	Možný počet bodů za tento krok snížen na
TOUR_START	Zahájení simulace
TOUR_STOP	Přerušení simulace
TOUR_END	Ukončení simulace
TOUR_PLAY	Tlačítko Pokračovat
TOUR_JUMP	Proveden přechod na jiný krok v simulaci.
TOUR_PREV	Zpět
TOUR_NEXT	Další
USER_ACTION_CORRECT_ACTION	Studující vykonal krok správně.
USER_ACTION_WRONG_ACTION	Studující udělal chybu.
USER_ACTION_GOON	Studující klikl na „Pokračovat“, žádné body za tento krok.
USER_ACTION_GOON_AUTO	Automatické pokračování simulace vzhledem k počtu chyb.
USER_ACTION_HELP	Studující požádal o pomoc, žádné body za tento krok.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Studující otevřel textové pole.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Studující zavřel textové pole.
QUIZ_CORRECT_RESPONSE	Správná odpověď
QUIZ_STUDENT_RESPONSE	Odpověď studujícího
QUIZ_LATENCY	Doba
QUIZ_SCORE	Získané skóre
QUIZ_REQ_SCORE	Požadované skóre
QUIZ_MAX_SCORE	Maximální skóre
QUIZ_TIMEOUT_REACHED	Dosažen časový limit
QUIZTYPE_MCHOICE	Kvíz: vícečetný výběr
QUIZTYPE_SQMAQUIZ	Kvíz: vyplňování polí
QUIZTYPE_FIBQUIZ	Kvíz: doplňování textu
QUIZTYPE_MATCHQUIZ	Kvíz: shoda
QUIZTYPE_CONNQUIZ	Kvíz: spojení
QUIZTYPE_SCALEQUIZ	Kvíz: přesun – ovládání
QUIZTYPE_GRIDQUIZ	Kvíz: mřížka
QUIZTYPE_HOTSPOTQUIZ	Kvíz: oblast vyobrazení
QUIZTYPE_PUZZLEQUIZ	Kvíz: Puzzle
QUIZTYPE_MIXQUIZ	Kvíz: třídění
CONNECTING	Spojování...
SYNCHRONIZE	Synchronizovat
SYNCHRONIZED	Synchronizováno
CONNECT	Spojení
BUBBLESTYLE_NOT_FOUND	Styl bubliny nebyl nalezen.
LOADING_MACROSET	Načítání obsahu a zdrojů.
ZOOM_LEVEL_NOTIFICATION	Upozornění: Vaše úroveň přiblížení/oddálení se liší od 100%.
ctx_html.header_title	Kontextová nápověda
ctx_html.introtext	Následující obsah nápovědy je k dispozici pro aktuální kontext. Klikněte na položku, kterou chcete zahájit.
ctx_html.introtext_noresult	Pro aktuální kontext není k dispozici žádný obsah. Otevřete library z hlavičky nebo zkuste získat další obsah hledáním.
ctx_html.query_empty	Dotaz prázdný.
ctx_html.query_malformed	Dotaz neplatný.
ctx_html.search	Hledání
ctx_html.library	Otevřít library
ctx_html.language	Jazyk
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Záznam
qr_hint_dlg.dont_bother	Již nezobrazovat
qr_hint_dlg.hint_end	Dokončete záznam.
qr_hint_dlg.hint_pause	Pozastavte záznam.
btnOk	Děkujeme
qr_hint_dlg.hint_title	Tipy k záznamu
qr_hint_dlg.audio_help	Před výběrem ovládacího prvku zaznamenejte text.
quiz_error_no_template_file	Chyba: soubor předlohy nebyl nalezen. Použije se standard.
qr_hint_dlg.hint_end_1	Klávesa END
qr_hint_dlg.hint_pause_1	Klávesa PAUSE
