LIBRARY	library
EXER_FAIL3	Tindakan anda dilakukan adalah tidak betul. 1 mata sedang ditolak bagi setiap kesilapan dari markah keseluruhan anda. Baki mata untuk tindakan ini: @1_rest-points_.
EXER_FAILKEY1	Anda menekan kekunci @1_key_.
EXER_FAILKEY2	Kekunci fungsi yang boleh digunakan adalah: @1_keys_.
EXER_FAILRADIO	Semua butang yang sah diserlahkan.
EXER_FAILINPUT	Semua kawasan teks yang sah diserlahkan.
EXER_FAILSELECT	Semua kotak dipilih yang sah diserlahkan.
EXER_FAILDRAG	Anda menjalankan operasi seret @1_keys_ yang tidak sah.
EXER_FAILDRAG1	Sila laksanakan operasi seret @1_keys_ dalam kawasan yang diserlahkan.
EXER_FAILDROP	Anda jalankan operasi jatuh @1_keys_ yang tidak sah.
EXER_FAILDROP1	Sila laksanakan operasi jatuh @1_keys_ dalam kawasan yang diserlahkan.
EXER_FAILDBLCLICK	Anda menjalankan klik @1_keys_ yang tidak sah.
EXER_FAILDBLCLICK1	Sila laksanakan dwiklik @1_keys_ dalam kawasan yang diserlahkan.
EXER_FAILCLICK	Anda @1_keys_ mengklik satu kawasan yang tidak sah.
EXER_FAILCLICK1	Semua kawasan yang sah diserlahkan .
EXER_FAILCLICK2	Anda menjalankan klik @1_keys_ yang tidak sah.
EXER_FAILCLICK3	Sila laksanakan klik @1_keys_ dalam kawasan yang diserlahkan.
EXER_FAILENTER	Anda menjalankan legaran tetikus @1_keys_ yang tidak sah.
EXER_FAILENTER1	Sila laksanakan legaran tetikus @1_keys_ dalam kawasan yang diserlahkan.
EXER_FAILMCLICK	@1_keys_ klik tengah tidak dibenarkan.
EXER_WOULDGOON	(Nota: Jika tidak, diteruskan secara automatik)
EXER_YOURINPUT	Anda telah memasukkan "@1_input_".
EXER_TEXTINPUT	Sila masukkan "@1" ke dalam medan input "@2"!
EXER_SELECT	Sila pilih entri "@1"!
EXER_GOON	Pergi ke langkah seterusnya
EXER_SHOWHELP	Ya, tunjukkan bantuan
EXER_TRYAGAIN	Cuba sekali lagi
EXER_ASK4HELP	Adakah anda memerlukan bantuan?
EXER_ONLY_VALID	Tindakan yang dibenarkan adalah:
EXER_FORM_PREFIX	Masukkan nilai berikut:
EXER_OR	atau
EXER_AND	dan
SCORE	Titik
SCORE_REDUCED	Kemungkinan mata untuk langkah ini dikurangkan kepada
TOUR_START	Simulasi bermula
TOUR_STOP	Simulasi henti paksa
TOUR_END	Simulasi tamat
TOUR_PLAY	Butang teruskan
TOUR_JUMP	Melangkau ke langkah lain dalam simulasi.
TOUR_PREV	Kembali
TOUR_NEXT	Seterusnya
USER_ACTION_CORRECT_ACTION	Pelajar telah berjaya melaksanakan langkah.
USER_ACTION_WRONG_ACTION	Pelajar membuat kesilapan.
USER_ACTION_GOON	Pelajar yang mengklik pada "teruskan", tidak ada mata untuk langkah ini.
USER_ACTION_GOON_AUTO	Disebabkan jumlah kesilapan, simulasi diteruskan secara automatik.
USER_ACTION_HELP	Pelajar meminta bantuan, tidak ada mata untuk langkah ini.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Pelajar membuka kotak teks.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Pelajar menutup kotak teks.
QUIZ_CORRECT_RESPONSE	Maklum balas yang tepat
QUIZ_STUDENT_RESPONSE	Jawapan pelajar
QUIZ_LATENCY	Masa
QUIZ_SCORE	Skor yang Diperoleh
QUIZ_REQ_SCORE	Skor yang Diperlukan
QUIZ_MAX_SCORE	Skor Maksimum
QUIZ_TIMEOUT_REACHED	Telah tamat masa 
QUIZTYPE_MCHOICE	Kuiz: Aneka pilihan
QUIZTYPE_SQMAQUIZ	Kuiz: Isikan medan
QUIZTYPE_FIBQUIZ	Kuiz: Isi yang kosong
QUIZTYPE_MATCHQUIZ	Kuiz: Pemadanan
QUIZTYPE_CONNQUIZ	Kuiz: Sambungan
QUIZTYPE_SCALEQUIZ	Kuiz: Kawalan gelongsor
QUIZTYPE_GRIDQUIZ	Kuiz: Grid
QUIZTYPE_HOTSPOTQUIZ	Kuiz: Kawasan khas
QUIZTYPE_PUZZLEQUIZ	Kuiz: Teka-Teki
QUIZTYPE_MIXQUIZ	Kuiz: Pengisihan
CONNECTING	Sambungkan...
SYNCHRONIZE	Segerak
SYNCHRONIZED	Disegerakkan
CONNECT	Sambungkan
BUBBLESTYLE_NOT_FOUND	Gaya gelembung tidak ditemui.
LOADING_MACROSET	Memuat kandungan dan sumber
ZOOM_LEVEL_NOTIFICATION	Amaran: Tahap zum anda berlainan daripada 100%.
ctx_html.header_title	Bantuan Konteks
ctx_html.introtext	Kandungan bantuan berikut tersedia untuk konteks semasa. Klik item anda ingin mula.
ctx_html.introtext_noresult	Tiada kandungan tersedia untuk konteks semasa. Buka library dari pengepala atau gunakan carian untuk mendapatkan kandungan selanjutnya.
ctx_html.query_empty	Pertanyaan kosong.
ctx_html.query_malformed	Pertanyaan tidak sah.
ctx_html.search	Cari
ctx_html.library	Buka library
ctx_html.language	Bahasa
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Rakaman
qr_hint_dlg.dont_bother	Jangan tunjukkan lagi
qr_hint_dlg.hint_end	Selesai merakam.
qr_hint_dlg.hint_pause	Jeda rakaman.
btnOk	Terima Kasih
qr_hint_dlg.hint_title	Pembayang Rakaman
qr_hint_dlg.audio_help	Rekod teks anda sebelum memilih kawalan.
quiz_error_no_template_file	Ralat: Fail templat tidak ditemui. Lalai akan digunakan.
qr_hint_dlg.hint_end_1	Kekunci END
qr_hint_dlg.hint_pause_1	Kekunci PAUSE
