LIBRARY	library
EXER_FAILCLICK2	Efectuou um clique @1_keys_ inválido.
EXER_FAILCLICK3	Execute um clique @1_keys_ dentro da área destacada.
EXER_FAILENTER	Executou um mouseover @1_keys_ inválido.
EXER_FAILENTER1	Execute um mouseover @1_keys_ dentro da área destacada.
EXER_FAILMCLICK	Um clique com a tecla central do rato @1_keys_ não é permitido.
EXER_WOULDGOON	(Nota: caso contrário é continuado automaticamente)
EXER_YOURINPUT	Introduziu "@1_input_".
EXER_TEXTINPUT	Introduza "@1" no campo de entrada "@2"!
EXER_SELECT	Seleccione a entrada "@1"!
EXER_GOON	Ir para o passo seguinte
EXER_SHOWHELP	Sim, aceitar ajuda
EXER_TRYAGAIN	Tentar novamente
EXER_ASK4HELP	Necessita de ajuda?
EXER_ONLY_VALID	As acções permitidas são:
EXER_FORM_PREFIX	Inserir os seguintes valores:
EXER_OR	ou
EXER_AND	e
SCORE	Pontos
SCORE_REDUCED	Pontos possíveis para este passo reduzidos para
TOUR_START	Início da simulação
TOUR_STOP	Cancelamento da simulação
TOUR_END	Fim da simulação
TOUR_PLAY	Botão Reproduzir
TOUR_JUMP	Avanço para outra etapa na simulação.
TOUR_PREV	Voltar
TOUR_NEXT	Seguinte
USER_ACTION_CORRECT_ACTION	O aluno efectuou o passo correctamente.
USER_ACTION_WRONG_ACTION	O aluno cometeu um erro.
USER_ACTION_GOON	O aluno clicou em "continuar", sem pontos para este passo.
USER_ACTION_GOON_AUTO	Continuação automática da simulação devido à quantidade de erros.
USER_ACTION_HELP	O aluno pediu ajuda, sem pontos para este passo.
SLIDE_USER_ACTION_TEXTBOX_OPEN	O aluno abriu uma caixa de texto.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	O aluno fechou uma caixa de texto.
QUIZ_CORRECT_RESPONSE	Resposta correcta
QUIZ_STUDENT_RESPONSE	Resposta do aluno
QUIZ_LATENCY	Tempo
QUIZ_SCORE	Pontuação obtida
QUIZ_REQ_SCORE	Pontuação necessária
QUIZ_MAX_SCORE	Pontuação máxima
QUIZ_TIMEOUT_REACHED	Timeout atingido
QUIZTYPE_MCHOICE	Quiz: escolha múltipla
QUIZTYPE_SQMAQUIZ	Quiz: preencher campos
QUIZTYPE_FIBQUIZ	Quiz: texto para completar
QUIZTYPE_MATCHQUIZ	Quiz: classificar
QUIZTYPE_CONNQUIZ	Quiz: ligação
QUIZTYPE_SCALEQUIZ	Quiz: controlo deslizante
QUIZTYPE_GRIDQUIZ	Quiz: grelha
QUIZTYPE_HOTSPOTQUIZ	Quiz: espaço de visualização
QUIZTYPE_PUZZLEQUIZ	Quiz: puzzle
QUIZTYPE_MIXQUIZ	Quiz: ordenar
CONNECTING	Ligando...
SYNCHRONIZE	Sincronizar
SYNCHRONIZED	Sincronizado
CONNECT	Ligar
BUBBLESTYLE_NOT_FOUND	Estilo de balão não encontrado.
LOADING_MACROSET	Carregando conteúdo e recursos.
ZOOM_LEVEL_NOTIFICATION	Advertência: o seu nível de zoom é diferente de 100%.
ctx_html.header_title	Ajuda de contexto
ctx_html.introtext	Os seguintes conteúdos de ajuda estão disponíveis para o contexto actual. Clicar no item que se pretende iniciar.
ctx_html.introtext_noresult	Nenhum conteúdo disponível para o contexto atual. Abrir a biblioteca a partir do cabeçalho ou utilizar a pesquisa para obter mais conteúdo.
ctx_html.query_empty	Consulta vazia.
ctx_html.query_malformed	Consulta inválida.
ctx_html.search	Procurar
ctx_html.library	Abrir library
ctx_html.language	Idioma
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Gravação
qr_hint_dlg.dont_bother	Não apresentar mais
qr_hint_dlg.hint_end	Termine a gravação.
qr_hint_dlg.hint_pause	Interrompa a gravação.
btnOk	Obrigado
qr_hint_dlg.hint_title	Sugestões de gravação
qr_hint_dlg.audio_help	Grave o seu texto antes de selecionar um controlo.
quiz_error_no_template_file	Erro: ficheiro de modelo não encontrado. A predefinição será utilizada.
qr_hint_dlg.hint_end_1	Tecla END
qr_hint_dlg.hint_pause_1	Tecla PAUSE
