LIBRARY	library
EXER_FAILDROP	Izveli ste nevažeću @1_keys_ operaciju ispuštanja.
EXER_FAILDROP1	Molimo, izvršite @1_keys_ operaciju ispuštanja u istaknutom području.
EXER_FAILDBLCLICK	Izveli ste nevažeći @1_keys_ dvostruki pritisak.
EXER_FAILDBLCLICK1	Molimo, izvršite @1_keys_ dvostruki pritisak u istaknutom području.
EXER_FAILCLICK	Pritisnuli @1_keys_ ste na nevažeće polje.
EXER_FAILCLICK1	Sva važeća područja istaknuta su.
EXER_FAILCLICK2	Izveli ste nevažeći @1_keys_ pritisak.
EXER_FAILCLICK3	Molimo, izvršite @1_keys_ pritisak u istaknutom području.
EXER_FAILENTER	Izvršili ste nevažeći @1_keys_ prijelaz mišem.
EXER_FAILENTER1	Molimo, izvršite @1_keys_ prijelaz mišem u istaknutom području.
EXER_FAILMCLICK	Pritisak @1_keys_ srednjeg gumba miša nije dopušten.
EXER_WOULDGOON	(Bilješka: inače se nastavlja automatski)
EXER_YOURINPUT	Unijeli ste "@1_input_".
EXER_TEXTINPUT	Molimo, unesite "@1" u polje unosa "@2"!
EXER_SELECT	Molimo, odaberite unos "@1"!
EXER_GOON	Idi na sljedeći korak
EXER_SHOWHELP	Da, pokaži pomoć
EXER_TRYAGAIN	Pokušajte ponovno
EXER_ASK4HELP	Trebate li pomoć?
EXER_ONLY_VALID	Dopuštene radnje su:
EXER_FORM_PREFIX	Unesite sljedeće vrijednosti:
EXER_OR	ili
EXER_AND	i
SCORE	Bodovi
SCORE_REDUCED	Mogući bodovi za ovaj korak smanjeni na
TOUR_START	Početak simulacije
TOUR_STOP	Prekid simulacije
TOUR_END	Kraj simulacije
TOUR_PLAY	Gumb Nastavi
TOUR_JUMP	Preskočeno na drugi korak unutar simulacije.
TOUR_PREV	Natrag
TOUR_NEXT	Sljedeći
USER_ACTION_CORRECT_ACTION	Učenik je uspješno izvršio korak.
USER_ACTION_WRONG_ACTION	Učenik je napravio grešku.
USER_ACTION_GOON	Učenik je pritisnuo na "Nastavi", nema bodova za ovaj korak.
USER_ACTION_GOON_AUTO	Zbog broja grešaka simulacija se automatski nastavila.
USER_ACTION_HELP	Učenik je zatraži pomoć, nema bodova za ovaj korak.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Učenik je otvorio polje teksta.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Učenik je zatvorio polje teksta.
QUIZ_CORRECT_RESPONSE	Točan odgovor
QUIZ_STUDENT_RESPONSE	Učenikov odgovor
QUIZ_LATENCY	Vrijeme
QUIZ_SCORE	Ostvareni rezultat
QUIZ_REQ_SCORE	Obavezni rezultat
QUIZ_MAX_SCORE	Maksimalni rezultat
QUIZ_TIMEOUT_REACHED	Prekoračenje vremena dosegnuto
QUIZTYPE_MCHOICE	Test: višestruki izbor
QUIZTYPE_SQMAQUIZ	Test: popuni polja
QUIZTYPE_FIBQUIZ	Test: popuni praznine
QUIZTYPE_MATCHQUIZ	Test: usklađivanje
QUIZTYPE_CONNQUIZ	Test: veza
QUIZTYPE_SCALEQUIZ	Test: klizač
QUIZTYPE_GRIDQUIZ	Test: mreža
QUIZTYPE_HOTSPOTQUIZ	Test: hotspot
QUIZTYPE_PUZZLEQUIZ	Test: puzzle
QUIZTYPE_MIXQUIZ	Test: sortiranje
CONNECTING	Povezivanje...
SYNCHRONIZE	Sinkroniziraj
SYNCHRONIZED	Sinkronizirano
CONNECT	Poveži
BUBBLESTYLE_NOT_FOUND	Stil mjehurića nije nađen.
LOADING_MACROSET	Učitavanje sadržaja i resursa.
ZOOM_LEVEL_NOTIFICATION	Upozorenje: Vaša razina zumiranja različita je od 100%.
ctx_html.header_title	Pomoć konteksta
ctx_html.introtext	Sljedeći sadržaji pomoći raspoloživi su za trenutni kontekst. Pritisnite stavku koji želite pokrenuti.
ctx_html.introtext_noresult	Sadržaj nije raspoloživ za trenutni kontekst. Otvorite knjižnicu iz zaglavlja ili upotrijebite traženje za uzimanje daljnjeg sadržaja.
ctx_html.query_empty	Upit prazan.
ctx_html.query_malformed	Upit nevažeći.
ctx_html.search	Traženje
ctx_html.library	Otvori knjižnicu
ctx_html.language	Jezik
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Bilježenje
qr_hint_dlg.dont_bother	Više ne pokazivati
qr_hint_dlg.hint_end	Završite bilježenje.
qr_hint_dlg.hint_pause	Zaustavite bilježenje.
btnOk	Hvala
qr_hint_dlg.hint_title	Savjeti za bilježenje
qr_hint_dlg.audio_help	Zabilježite svoj tekst prije nego što odaberete kontrolu.
quiz_error_no_template_file	Greška: predložak datoteke nije nađen. Upotrijebit će se preddefinirana datoteka.
qr_hint_dlg.hint_end_1	Tipka END
qr_hint_dlg.hint_pause_1	Tipka PAUSE
