LIBRARY	library
EXER_FAILDRAG	Tegite vale @1_keys_ lohistamistoimingu.
EXER_FAILDRAG1	Sooritage @1_keys_ lohistamistoiming esiletõstetud alal.
EXER_FAILDROP	Tegite vale @1_keys_ kukutustoimingu.
EXER_FAILDROP1	Sooritage @1_keys_ kukutustoiming esiletõstetud alal.
EXER_FAILDBLCLICK	Tegite vale @1_keys_ topelltklõpsu.
EXER_FAILDBLCLICK1	Topeltklõpsake @1_keys_ esiletõstetud alal.
EXER_FAILCLICK	Klõpsasite @1_keys_ vale ala.
EXER_FAILCLICK1	Kõik kehtivad alad on esile tõstetud
EXER_FAILCLICK2	Tegite vale @1_keys_ klõpsu.
EXER_FAILCLICK3	Klõpsake @1_keys_ esiletõstetud alal.
EXER_FAILENTER	Sooritasite vale @1_keys_ ülelibistamistoimingu.
EXER_FAILENTER1	Sooritage @1_keys_ ülelibistamistoiming esiletõstetud alal.
EXER_FAILMCLICK	@1_keys_ keskmise hiireklahviga klõpsamine pole lubatud.
EXER_WOULDGOON	(Märkus. Muul juhul jätkatakse automaatselt.)
EXER_YOURINPUT	Olete sisestanud kirje "@1_input_".
EXER_TEXTINPUT	Sisestage sisestusväljale "@2" kirje "@1"!
EXER_SELECT	Valige kirje "@1"!
EXER_GOON	Jätka järgmise etapiga
EXER_SHOWHELP	Jah, kuva spikker
EXER_TRYAGAIN	Proovi uuesti
EXER_ASK4HELP	Kas vajate abi?
EXER_ONLY_VALID	Lubatud toimingud on:
EXER_FORM_PREFIX	Lisage järgmised väärtused:
EXER_OR	või
EXER_AND	ja
SCORE	Punktid
SCORE_REDUCED	Selle sammu võimalikke punkte vähendati
TOUR_START	Simulatsiooni algus
TOUR_STOP	Simulatsiooni katkestamine
TOUR_END	Simulatsiooni lõpp
TOUR_PLAY	Jätkamisnupp
TOUR_JUMP	Avati simulatsiooni järgmine osa
TOUR_PREV	Tagasi
TOUR_NEXT	Edasi
USER_ACTION_CORRECT_ACTION	Õppur lõpetas edukalt selle sammu.
USER_ACTION_WRONG_ACTION	Õppur tegi vea.
USER_ACTION_GOON	Õppur klõpsas nuppu Jätka, selle sammu eest punkte ei anta.
USER_ACTION_GOON_AUTO	Vigade hulga tõttu jätkati simulatsiooni automaatselt.
USER_ACTION_HELP	Õppur küsis abi, selle sammu eest punkte ei anta.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Õppur avas tekstivälja.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Õppur sulges tekstivälja.
QUIZ_CORRECT_RESPONSE	Õige vastus
QUIZ_STUDENT_RESPONSE	Õppuri vastus
QUIZ_LATENCY	Aeg
QUIZ_SCORE	Kogutud punktisumma
QUIZ_REQ_SCORE	Nõutav punktisumma
QUIZ_MAX_SCORE	Maksimaalne punktisumma
QUIZ_TIMEOUT_REACHED	Ajalõpp on käes
QUIZTYPE_MCHOICE	Test: mitmikvalik
QUIZTYPE_SQMAQUIZ	Test: täida väljad
QUIZTYPE_FIBQUIZ	Test: täida lüngad
QUIZTYPE_MATCHQUIZ	Test: vastendamine
QUIZTYPE_CONNQUIZ	Test: ühendus
QUIZTYPE_SCALEQUIZ	Test: slaidi juhtelement
QUIZTYPE_GRIDQUIZ	Test: ruudustik
QUIZTYPE_HOTSPOTQUIZ	Test: aktiivpunkt
QUIZTYPE_PUZZLEQUIZ	Test: mõistatus
QUIZTYPE_MIXQUIZ	Test: sortimine
CONNECTING	Ühenduse loomine...
SYNCHRONIZE	Sünkrooni
SYNCHRONIZED	Sünkroonitud
CONNECT	Ühenda
BUBBLESTYLE_NOT_FOUND	Mullilaadi ei leitud
LOADING_MACROSET	Sisu ja ressursside laadimine.
ZOOM_LEVEL_NOTIFICATION	Hoiatus. Teie suumitase erineb tasemest 100%.
ctx_html.header_title	Kontekstispikker
ctx_html.introtext	Praeguse konteksti jaoks on saadaval järgmine spikrisisu. Klõpsake rida, millest soovite alustada.
ctx_html.introtext_noresult	Praeguse konteksti jaoks pole sisu saadaval. Avage päisest teek või kasutage täiendava sisu saamiseks otsingut.
ctx_html.query_empty	Päring on tühi
ctx_html.query_malformed	Päring on kehtetu
ctx_html.search	Otsi
ctx_html.library	Ava teek
ctx_html.language	Keel
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Salvestamine
qr_hint_dlg.dont_bother	Ära enam kuva
qr_hint_dlg.hint_end	Viige salvestamine lõpule.
qr_hint_dlg.hint_pause	Pange salvestamine pausile.
btnOk	Täname
qr_hint_dlg.hint_title	Salvestamisvihjeid
qr_hint_dlg.audio_help	Salvestage enne juhtelemendi valimist oma tekst.
quiz_error_no_template_file	Tõrge: mallifaili ei leitud. Kasutatakse vaikefaili.
qr_hint_dlg.hint_end_1	Klahv END
qr_hint_dlg.hint_pause_1	Klahv PAUSE
