LIBRARY	library
EXER_FAILENTER1	Utför en mouseover med @1_keys_ musknapp i det markerade området.
EXER_FAILMCLICK	A @1_keys_ middle-click is not permitted.
EXER_WOULDGOON	(Obs: Fortsätter annars automatiskt)
EXER_YOURINPUT	Du har angivit "@1_input_".
EXER_TEXTINPUT	Ange "@1" i inmatningsrutan "@2"!
EXER_SELECT	Välj posten "@1"!
EXER_GOON	Gå vidare till nästa steg
EXER_SHOWHELP	Ja, visa hjälp
EXER_TRYAGAIN	Försök igen
EXER_ASK4HELP	Behöver du hjälp?
EXER_ONLY_VALID	Tillåtna åtgärder är:
EXER_FORM_PREFIX	Ange följande värden:
EXER_OR	eller
EXER_AND	och
SCORE	Poängtal
SCORE_REDUCED	Möjligt poängtal för detta steg reducerat till
TOUR_START	Starta simulering
TOUR_STOP	Avbryt simulering
TOUR_END	Slut på simulering
TOUR_PLAY	Fortsätt-knapp
TOUR_JUMP	Hoppade till ett annat steg i simuleringen.
TOUR_PREV	Tillbaka
TOUR_NEXT	Nästa
USER_ACTION_CORRECT_ACTION	Eleven lyckades utföra steget.
USER_ACTION_WRONG_ACTION	Eleven gjorde ett fel.
USER_ACTION_GOON	Eleven klickade på "fortsätt", inga poäng för steget.
USER_ACTION_GOON_AUTO	Simuleringen fortsattes automatiskt på grund av mängden fel.
USER_ACTION_HELP	Eleven bad om hjälp, inga poäng för steget.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Eleven öppnade en textruta.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Eleven stängde en textruta.
QUIZ_CORRECT_RESPONSE	Rätt svar
QUIZ_STUDENT_RESPONSE	Elevens svar
QUIZ_LATENCY	Tid
QUIZ_SCORE	Uppnått poängtal
QUIZ_REQ_SCORE	Nödvändigt poängtal
QUIZ_MAX_SCORE	Maximalt poängtal
QUIZ_TIMEOUT_REACHED	Timeout uppnådd
QUIZTYPE_MCHOICE	Test: Flerval
QUIZTYPE_SQMAQUIZ	Test: Fyll i fälten
QUIZTYPE_FIBQUIZ	Test: Fyll i tomrummen
QUIZTYPE_MATCHQUIZ	Test: Matchning
QUIZTYPE_CONNQUIZ	Test: Anslutning
QUIZTYPE_SCALEQUIZ	Test: Skjutreglage
QUIZTYPE_GRIDQUIZ	Test: Matris
QUIZTYPE_HOTSPOTQUIZ	Test: Hotspot
QUIZTYPE_PUZZLEQUIZ	Test: Pussel
QUIZTYPE_MIXQUIZ	Test: Sortering
CONNECTING	Ansluter...
SYNCHRONIZE	Synkronisera
SYNCHRONIZED	Synkroniserad
CONNECT	Anslut
BUBBLESTYLE_NOT_FOUND	Bubbeltyp har ej hittats.
LOADING_MACROSET	Läser in innehåll och resurser.
ZOOM_LEVEL_NOTIFICATION	Varning: Er zoomnivå är inte samma som 100%.
ctx_html.header_title	Kontexthjälp
ctx_html.introtext	Följande hjälpinnehåll är tillgängligt för aktuell kontext. Klicka på den position Ni vill ska startas.
ctx_html.introtext_noresult	Innehåll är inte tillgängligt för aktuell kontext. öppna biblioteket från huvudet eller använd sökning för att hämta mer innehåll.
ctx_html.query_empty	Frågan är tom.
ctx_html.query_malformed	Frågan är ogiltig.
ctx_html.search	Sök
ctx_html.library	Öppna bibliotek
ctx_html.language	Språk
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Registrerar
qr_hint_dlg.dont_bother	Visa inte igen
qr_hint_dlg.hint_end	Avsluta inspelningen.
qr_hint_dlg.hint_pause	Pausa inspelningen.
btnOk	Tack!
qr_hint_dlg.hint_title	Inspelningstips
qr_hint_dlg.audio_help	Spela in texten innan du väljer en kontroll.
quiz_error_no_template_file	Fel: Mallfil hittades ej. Standard används.
qr_hint_dlg.hint_end_1	SLUT-knapp
qr_hint_dlg.hint_pause_1	PAUS-knapp
