LIBRARY	library
GUIDEDPRESENTATION_START	Chế độ trình bay theo hướng dẫn
GUIDEDPRESENTATION_START1	Chế độ trình bày theo hướng dẫn thực hiện quy trình trong mô phỏng tự động. Con trỏ chuột và phần nổi bật hiển thị bước hiện tại.
GUIDEDPRESENTATION_START2	Theo thao tác từng bước và xác nhận mỗi thao tác sau đó.
GUIDEDPRESENTATION_STOP	Trình bày theo hướng dẫn hoàn tất.
EXER_FAIL1	Thao tác bạn thực hiện không đúng.
EXER_FAIL2	Hành động bạn đã thực hiện không đúng. 1 điểm đang được trừ khỏi toàn bộ số điểm của bạn. Điểm còn lại cho hành động này: @1_rest-points_.
EXER_FAIL3	Hành động bạn đã thực hiện không đúng. 1 điểm đang được trừ cho mỗi lỗi khỏi toàn bộ số điểm của bạn. Điểm còn lại cho hành động này: @1_rest-points_.
EXER_FAILKEY1	Bạn đã nhấn @1_key_ phím.
EXER_FAILKEY2	Các phím chức năng có thể được sử dụng là: @1_keys_.
EXER_FAILRADIO	Tất cả các nút hợp lệ được tô đậm màu.
EXER_FAILINPUT	Tất cả vùng văn bản hợp lệ được tô đậm màu.
EXER_FAILSELECT	Tất cả hộp chọn hợp lệ được tô đậm màu.
EXER_FAILDRAG	Bạn đã thực hiện hoạt động kéo không hợp lệ @1_keys_.
EXER_FAILDRAG1	Vui lòng thực hiện @1_keys_ hoạt động kéo trong vùng được làm nổi bật.
EXER_FAILDROP	Bạn đã thực hiện hoạt động thả không hợp lệ @1_keys_.
EXER_FAILDROP1	Vui lòng thực hiện @1_keys_ hoạt động thả trong vùng được làm nổi bật.
EXER_FAILDBLCLICK	Bạn đã thực hiện nhấp đôi chuột không hợp lệ @1_keys_.
EXER_FAILDBLCLICK1	Vui lòng thực hiện @1_keys_ nhấp đôi chuột trong vùng được làm nổi bật.
EXER_FAILCLICK	Bạn @1_keys_ đã nhấp chuột vào vùng không hợp lệ.
EXER_FAILCLICK1	Tất cả các nút hợp lệ được tô đậm màu.
EXER_FAILCLICK2	Bạn đã thực hiện nhấp chuột không hợp lệ @1_keys_.
EXER_FAILCLICK3	Vui lòng thực hiện @1_keys_ nhấp chuột trong vùng được làm nổi bật.
EXER_FAILENTER	Bạn đã thực hiện đưa chuột lên trên không hợp lệ @1_keys_.
EXER_FAILENTER1	Vui lòng thực hiện @1_keys_ đưa chuột lên trên trong vùng được làm nổi bật.
EXER_FAILMCLICK	Không @1_keys_ được phép nhấp chuột giữa.
EXER_WOULDGOON	(Chú ý: Nếu không thì sẽ tự động tiếp tục)
EXER_YOURINPUT	Bạn đã nhập "@1_input_".
EXER_TEXTINPUT	Vui lòng nhập "@1" vào mục nhập "@2"!
EXER_SELECT	Vui lòng chọn mục "@1"!
EXER_GOON	Đến bước kế tiếp
EXER_SHOWHELP	Có, hiển thị trợ giúp
EXER_TRYAGAIN	Thử lại
EXER_ASK4HELP	Bạn cần giúp đỡ không?
EXER_ONLY_VALID	Các phím cho phép là:
EXER_FORM_PREFIX	Nhập giá trị sau đây:
EXER_OR	hoặc
EXER_AND	và
SCORE	Số điểm
SCORE_REDUCED	Điểm cho bước này bị trừ thành
TOUR_START	Bắt đầu mô phỏng
TOUR_STOP	Hủy mô phỏng
TOUR_END	Cuối mô phỏng
TOUR_PLAY	Nút tiếp tục
TOUR_JUMP	Nhảy sang bước khác trong cùng mô phỏng.
TOUR_PREV	Quay lại
TOUR_NEXT	Tiếp theo
USER_ACTION_CORRECT_ACTION	Học viên thực hiện thành công bước này.
USER_ACTION_WRONG_ACTION	Học viên mắc lỗi.
USER_ACTION_GOON	Người học đã nhấp vào "tiếp tục", không có điểm nào cho bước này.
USER_ACTION_GOON_AUTO	Do có số sai sót, mô phỏng được tiếp tục tự động.
USER_ACTION_HELP	Người học đã yêu cầu trợ giúp, không có điểm nào cho bước này.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Học viên đã mở một ô văn bản.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Học viên đã đóng một ô văn bản.
QUIZ_CORRECT_RESPONSE	Câu trả lời đúng
QUIZ_STUDENT_RESPONSE	Câu trả lời của học viên
QUIZ_LATENCY	Thời gian
QUIZ_SCORE	Điểm Yêu cầu
QUIZ_REQ_SCORE	Điểm yêu cầu
QUIZ_MAX_SCORE	Điểm tối đa
QUIZ_TIMEOUT_REACHED	Đã hết giờ
QUIZTYPE_MCHOICE	Câu hỏi trắc nghiệm: Đa lựa chọn
QUIZTYPE_SQMAQUIZ	Câu hỏi trắc nghiệm: Điền vào trường
QUIZTYPE_FIBQUIZ	Câu hỏi trắc nghiệm: Điền vào chỗ trống
QUIZTYPE_MATCHQUIZ	Câu hỏi trắc nghiệm: So khớp
QUIZTYPE_CONNQUIZ	Câu hỏi trắc nghiệm: Kết nối
QUIZTYPE_SCALEQUIZ	Câu hỏi trắc nghiệm: Điều khiển con trượt
QUIZTYPE_GRIDQUIZ	Câu hỏi trắc nghiệm: Lưới
QUIZTYPE_HOTSPOTQUIZ	Câu hỏi trắc nghiệm: Hotspot
QUIZTYPE_PUZZLEQUIZ	Câu hỏi trắc nghiệm: Câu đố
QUIZTYPE_MIXQUIZ	Câu hỏi trắc nghiệm: Sắp xếp
CONNECTING	Đang kết nối...
SYNCHRONIZE	Đồng bộ hóa
SYNCHRONIZED	Đã đồng bộ hóa
CONNECT	Kết nối
BUBBLESTYLE_NOT_FOUND	Không tìm thấy kiểu bóng thoại.
LOADING_MACROSET	Tải nội dung và nguồn.
ZOOM_LEVEL_NOTIFICATION	Cảnh báo: Cỡ thu phóng khác với 100%.
ctx_html.header_title	Trợ giúp ngữ cảnh
ctx_html.introtext	Sẵn có nội dung trợ giúp sau đây cho ngữ cảnh hiện tại. Nhấp vào mục mà bạn thích bắt đầu.
ctx_html.introtext_noresult	Không sẵn có nội dung cho ngữ cảnh hiện tại. Mở thư viện từ tiêu đề hoặc dùng tìm kiếm để lấy thêm nội dung.
ctx_html.query_empty	Truy vấn trống.
ctx_html.query_malformed	Truy vấn không hợp lệ.
ctx_html.search	Tìm kiếm
ctx_html.library	Mở thư viện
ctx_html.language	Ngôn ngữ
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Ghi
qr_hint_dlg.dont_bother	Không hiện lại
qr_hint_dlg.hint_end	Kết thúc ghi.
qr_hint_dlg.hint_pause	Tạm dừng ghi.
btnOk	Xin cảm ơn
qr_hint_dlg.hint_title	Gợi ý ghi
qr_hint_dlg.audio_help	Ghi lại văn bản trước khi chọn điều khiển.
quiz_error_no_template_file	Lỗi: Không tìm thấy tập tin mẫu. Mặc định sẽ được sử dụng.
qr_hint_dlg.hint_end_1	Phím END
qr_hint_dlg.hint_pause_1	Phím PAUSE
