LIBRARY	library
QUIZ_CORRECT_RESPONSE	Correct response
QUIZ_STUDENT_RESPONSE	Learner's answer
QUIZ_LATENCY	Time
QUIZ_SCORE	Acquired Score
QUIZ_REQ_SCORE	Required Score
QUIZ_MAX_SCORE	Maximum Score
QUIZ_TIMEOUT_REACHED	Timeout reached
QUIZTYPE_MCHOICE	Quiz: Multiple choice
QUIZTYPE_SQMAQUIZ	Quiz: Fill in the fields
QUIZTYPE_FIBQUIZ	Quiz: Fill in the blanks
QUIZTYPE_MATCHQUIZ	Quiz: Matching
QUIZTYPE_CONNQUIZ	Quiz: Connection
QUIZTYPE_SCALEQUIZ	Quiz: Slide control
QUIZTYPE_GRIDQUIZ	Quiz: Grid
QUIZTYPE_HOTSPOTQUIZ	Quiz: Hotspot
QUIZTYPE_PUZZLEQUIZ	Quiz: Puzzle
QUIZTYPE_MIXQUIZ	Quiz: Sorting
CONNECTING	Connecting...
SYNCHRONIZE	Synchronize
SYNCHRONIZED	Synchronized
CONNECT	Connect
BUBBLESTYLE_NOT_FOUND	Bubble style not found.
LOADING_MACROSET	Loading content and resources.
ZOOM_LEVEL_NOTIFICATION	Warning: Your zoom level is different from 100%.

ctx_html.header_title	Context Help
ctx_html.introtext	The following help contents are available for the current context. Click the item you would like to start.
ctx_html.introtext_noresult	No content available for the current context. Open the library from the header or use the search to get further content.
ctx_html.query_empty	Query empty.
ctx_html.query_malformed	Query invalid.
ctx_html.search	Search
ctx_html.library	Open library
ctx_html.language	Language

qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Recording
qr_hint_dlg.dont_bother	Do not show again
qr_hint_dlg.hint_end	Finish the recording.
qr_hint_dlg.hint_pause	Pause the recording.
btnOk	Thanks
qr_hint_dlg.hint_title	Recording Hints
qr_hint_dlg.audio_help	Record your text before selecting a control.

quiz_error_no_template_file	Error: Template file not found. Default will be used.
