LIBRARY	library
EXER_FAILDRAG1	Izvršite @1_keys_ operaciju povlačenja u okviru označene oblasti.
EXER_FAILDROP	Izveli ste nevažeću @1_keys_ operaciju povlačenja.
EXER_FAILDROP1	Izvršite @1_keys_ operaciju povlačenja u okviru označene oblasti.
EXER_FAILDBLCLICK	Izveli ste nevažeći @1_keys_ dupli klik.
EXER_FAILDBLCLICK1	Izvršite @1_keys_ dupli klik u okviru označene oblasti.
EXER_FAILCLICK	Kliknuli ste @1_keys_ na nevažeću oblast.
EXER_FAILCLICK1	Sve važeće oblasti su označene.
EXER_FAILCLICK2	Izveli ste nevažeći @1_keys_ klik.
EXER_FAILCLICK3	Izvršite @1_keys_ klik u okviru označene oblasti.
EXER_FAILENTER	Izvršili ste nevažeće @1_keys_ prevlačenje mišem.
EXER_FAILENTER1	Izvršite @1_keys_ prelazak mišem u okviru označene oblasti.
EXER_FAILMCLICK	@1_keys_ srednji klik nije dozvoljen.
EXER_WOULDGOON	(Beleška: U suprotnom se automatski nastavlja)
EXER_YOURINPUT	Uneli ste "@1_input_".
EXER_TEXTINPUT	Unesite "@1" u polje unosa "@2"!
EXER_SELECT	Odaberite unos "@1"!
EXER_GOON	Idi na sledeći korak
EXER_SHOWHELP	Da, prikaži pomoć
EXER_TRYAGAIN	Pokušajte ponovo
EXER_ASK4HELP	Da li vam je potrebna pomoć?
EXER_ONLY_VALID	Dozvoljene vrednosti su:
EXER_FORM_PREFIX	Unesite sledeće vrednosti:
EXER_OR	Ili
EXER_AND	i
SCORE	Tačke
SCORE_REDUCED	Moguće tačke za ovaj korak smanjene na
TOUR_START	Početak simulacije
TOUR_STOP	Prekid simulacije
TOUR_END	Završetak simulacije
TOUR_PLAY	Dugme Nastavi
TOUR_JUMP	Prelaz na drugi korak u okviru simulacije.
TOUR_PREV	Nazad
TOUR_NEXT	Sledeće
USER_ACTION_CORRECT_ACTION	Učenik je uspešno izvršio korak.
USER_ACTION_WRONG_ACTION	Učenik je napravio grešku.
USER_ACTION_GOON	Učenik je kliknuo na "Nastavi", nema tačaka za ovaj korak.
USER_ACTION_GOON_AUTO	Zbog broja grešaka simulacija je automatski nastavljena.
USER_ACTION_HELP	Učenik je zatražio pomoć, nema tačaka za ovaj korak.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Učenik je otvorio polje teksta.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Učenik je zatvorio polje teksta.
QUIZ_CORRECT_RESPONSE	Tačan odgovor
QUIZ_STUDENT_RESPONSE	Odgovor učenika
QUIZ_LATENCY	Vreme
QUIZ_SCORE	Ostvareni rezultat
QUIZ_REQ_SCORE	Zahtevani rezultat
QUIZ_MAX_SCORE	Maksimalni rezultat
QUIZ_TIMEOUT_REACHED	Istek vremena dostignut
QUIZTYPE_MCHOICE	Test: Višestruki odabir
QUIZTYPE_SQMAQUIZ	Test: Popuni polja
QUIZTYPE_FIBQUIZ	Test: Popuni prazna mesta
QUIZTYPE_MATCHQUIZ	Test: Poklapanje
QUIZTYPE_CONNQUIZ	Test: Veza
QUIZTYPE_SCALEQUIZ	Test: Kontrola klizača
QUIZTYPE_GRIDQUIZ	Test: Mreža
QUIZTYPE_HOTSPOTQUIZ	Test: Oblast ekrana
QUIZTYPE_PUZZLEQUIZ	Test: Slagalica
QUIZTYPE_MIXQUIZ	Test: Ređanje
CONNECTING	Povezivanje...
SYNCHRONIZE	Sinhronizuj
SYNCHRONIZED	Sinhronizovano
CONNECT	Poveži se
BUBBLESTYLE_NOT_FOUND	Stil elementa za informacije nije nađen.
LOADING_MACROSET	Učitavanje sadržaja i resursa.
ZOOM_LEVEL_NOTIFICATION	Upozorenje: Vaš nivo zumiranja je različit od 100%.
ctx_html.header_title	Pomoć za kontekst
ctx_html.introtext	Sledeći sadržaji pomoći su dostupni za trenutni kontekst. Kliknite na stavku koju želite da pokrenete.
ctx_html.introtext_noresult	Sadržaj nije dostupan za trenutni kontekst. Otvorite library iz zaglavlja ili koristite traženje za pozivanje dodatnog sadržaja.
ctx_html.query_empty	Upit prazan.
ctx_html.query_malformed	Upit nevažeći.
ctx_html.search	Traži
ctx_html.library	Otvori biblioteku
ctx_html.language	Jezik
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Beleženje
qr_hint_dlg.dont_bother	Nemoj ponovo prikazati
qr_hint_dlg.hint_end	Završite beleženje.
qr_hint_dlg.hint_pause	Pauzirajte beleženje.
btnOk	Hvala
qr_hint_dlg.hint_title	Uputstva za beleženje
qr_hint_dlg.audio_help	Zabeležite svoj tekst pre nego što odaberete kontrolu.
quiz_error_no_template_file	Greška: Fajl šablona nije nađen. Koristiće se standard.
qr_hint_dlg.hint_end_1	Taster ZAVRŠI
qr_hint_dlg.hint_pause_1	Taster PAUZA
