LIBRARY	library
EXER_FAILSELECT	Toate casetele de selecţie valabile sunt evidenţiate.
EXER_FAILDRAG	Aţi efectuat o operaţie de tragere @1_keys_ nevalabilă.
EXER_FAILDRAG1	Executaţi o operaţie de tragere @1_keys_ în cadrul zonei evidenţiate.
EXER_FAILDROP	Aţi efectuat o operaţie de plasare @1_keys_ nevalabilă.
EXER_FAILDROP1	Executaţi o operaţie de plasare @1_keys_ în cadrul zonei evidenţiate.
EXER_FAILDBLCLICK	Aţi efectuat un dublu click @1_keys_ nevalabil.
EXER_FAILDBLCLICK1	Executaţi un dublu click @1_keys_ în cadrul zonei evidenţiate.
EXER_FAILCLICK	Aţi @1_keys_ executat click pe o zonă nevalabilă.
EXER_FAILCLICK1	Toate zonele valabile sunt evidenţiate.
EXER_FAILCLICK2	Aţi efectuat un click @1_keys_ nevalabil.
EXER_FAILCLICK3	Executaţi un click @1_keys_ în cadrul zonei evidenţiate.
EXER_FAILENTER	Aţi executat un mouseover @1_keys_ nevalabil.
EXER_FAILENTER1	Executaţi un mouseover @1_keys_ în cadrul zonei evidenţiate.
EXER_FAILMCLICK	Un middle-click @1_keys_ nu este permis.
EXER_WOULDGOON	(Notă: în caz contrar, continuat automat)
EXER_YOURINPUT	Aţi introdus "@1_input_".
EXER_TEXTINPUT	Vă rugăm să introduceţi "@1" în câmpul de introducere "@2" !
EXER_SELECT	Selectaţi intrarea "@1" !
EXER_GOON	Salt la etapă următoare
EXER_SHOWHELP	Da, afişare ajutor
EXER_TRYAGAIN	Încercaţi din nou
EXER_ASK4HELP	Aveţi nevoie de ajutor?
EXER_ONLY_VALID	Acţiuni permise sunt:
EXER_FORM_PREFIX	Introduceţi următoarele valori:
EXER_OR	sau
EXER_AND	şi
SCORE	Puncte
SCORE_REDUCED	Puncte posibile pt.această etapă reduse la
TOUR_START	Început simulare
TOUR_STOP	Întrerupere simulare
TOUR_END	Sfârşit simulare
TOUR_PLAY	Buton continuare
TOUR_JUMP	A sărit la altă etapă din cadrul simulării.
TOUR_PREV	Înapoi
TOUR_NEXT	Următor
USER_ACTION_CORRECT_ACTION	Cursantul a efectuat cu succes etapa.
USER_ACTION_WRONG_ACTION	Cursantul a făcut o greşeală.
USER_ACTION_GOON	Cursantul a făcut click pe "continuare", fără puncte pt.această etapă.
USER_ACTION_GOON_AUTO	Din cauza numărului de greşeli, simularea a continuat automat.
USER_ACTION_HELP	Cursantul a solicitat ajutor, fără puncte pt.această etapă.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Cursantul a deschis o casetă de text.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Cursantul a închis o casetă de text.
QUIZ_CORRECT_RESPONSE	Răspuns corect
QUIZ_STUDENT_RESPONSE	Răspunsul cursantului
QUIZ_LATENCY	Timp
QUIZ_SCORE	Punctaj obţinut
QUIZ_REQ_SCORE	Punctaj necesar
QUIZ_MAX_SCORE	Punctaj maxim
QUIZ_TIMEOUT_REACHED	Depăşire timp atinsă
QUIZTYPE_MCHOICE	Quiz: selecţie multiplă
QUIZTYPE_SQMAQUIZ	Quiz: completaţi câmpurile
QUIZTYPE_FIBQUIZ	Quiz: completaţi spaţiile goale
QUIZTYPE_MATCHQUIZ	Quiz: comparaţie
QUIZTYPE_CONNQUIZ	Quiz: conexiune
QUIZTYPE_SCALEQUIZ	Quiz: control glisare
QUIZTYPE_GRIDQUIZ	Quiz: grilă
QUIZTYPE_HOTSPOTQUIZ	Quiz: hotspot
QUIZTYPE_PUZZLEQUIZ	Quiz: puzzle
QUIZTYPE_MIXQUIZ	Quiz: sortare
CONNECTING	Conectare...
SYNCHRONIZE	Sincronizare
SYNCHRONIZED	Sincronizat
CONNECT	Conectare
BUBBLESTYLE_NOT_FOUND	Stil de bulă negăsit.
LOADING_MACROSET	Încărcare conţinut şi resurse.
ZOOM_LEVEL_NOTIFICATION	Avertizare: Nivelul dvs. de zoom este diferit de 100%.
ctx_html.header_title	Ajutor context
ctx_html.introtext	Următoarele conţinuturi de ajutor sunt disponibile pt.contextul curent. Click pe poziţia pe care doriţi să o lansaţi.
ctx_html.introtext_noresult	Niciun conţinut disponibil pt.contextul curent. Deschideţi biblioteca din antet sau utilizaţi căutarea pt.a obţine mai mult conţinut.
ctx_html.query_empty	Query gol.
ctx_html.query_malformed	Query nevalabil.
ctx_html.search	Căutare
ctx_html.library	Deschidere bibliotecă
ctx_html.language	Limbă
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Înregistrare
qr_hint_dlg.dont_bother	Nu se mai afişează
qr_hint_dlg.hint_end	Terminați înregistrarea.
qr_hint_dlg.hint_pause	Întrerupeți înregistrarea.
btnOk	Vă mulțumim
qr_hint_dlg.hint_title	Sugestii de înregistrare
qr_hint_dlg.audio_help	Înregistrați textul înainte de a selecta un control.
quiz_error_no_template_file	Eroare: fișierul șablon nu a putut fi găsit. Va fi utilizat cel implicit.
qr_hint_dlg.hint_end_1	Tasta END
qr_hint_dlg.hint_pause_1	Tasta PAUSE
