LIBRARY	library
EXER_FAIL1	Die von Ihnen durchgeführte Aktion war leider falsch.
EXER_FAIL2	Die von Ihnen durchgeführte Aktion war leider falsch. Es wird Ihnen 1 Punkt Ihrer Gesamtpunktzahl abgezogen. Verbleibende Punkte für diese Aktion: @1_rest-points_.
EXER_FAIL3	Die von Ihnen durchgeführte Aktion war leider falsch. Für jeden Fehler wird Ihnen 1 Punkt Ihrer Gesamtpunktzahl abgezogen. Verbleibende Punkte für diese Aktion: @1_rest-points_.
EXER_FAILKEY1	Sie haben die @1_key_ Taste gedrückt.
EXER_FAILKEY2	Zulässige Funktionstasten sind: @1_keys_.
EXER_FAILRADIO	Alle zulässigen Drucktasten sind markiert.
EXER_FAILINPUT	Alle zulässigen Textbereiche sind markiert.
EXER_FAILSELECT	Alle zulässigen Auswahllisten sind markiert.
EXER_FAILDRAG	Sie haben einen unzulässigen @1_keys_ Drag-Vorgang durchgeführt.
EXER_FAILDRAG1	Führen Sie im markierten Bereich einen @1_keys_ Drag-Vorgang aus.
EXER_FAILDROP	Sie haben einen unzulässiges @1_keys_ Drop-Vorgang durchgeführt.
EXER_FAILDROP1	Führen Sie im markierten Bereich einen @1_keys_ Drop-Vorgang aus.
EXER_FAILDBLCLICK	Sie haben einen unzulässigen @1_keys_ Doppelklick durchgeführt.
EXER_FAILDBLCLICK1	Führen Sie im markierten Bereich einen @1_keys_ Doppelklick aus.
EXER_FAILCLICK	Sie haben in einem unzulässigen Bereich einen @1_keys_ Klick durchgeführt.
EXER_FAILCLICK1	Alle zulässigen Bereiche sind markiert.
EXER_FAILCLICK2	Sie haben einen unzulässigen @1_keys_ Klick durchgeführt.
EXER_FAILCLICK3	Führen Sie im markierten Bereich einen @1_keys_ Klick aus.
EXER_FAILENTER	Führen Sie ein gültiges @1_keys_ Mouseover aus.
EXER_FAILENTER1	Führen Sie im markierten Bereich ein @1_keys_ Mouseover aus.
EXER_FAILMCLICK	Ein @1_keys_ Klick mit der mittleren Maustaste ist unzulässig.
EXER_WOULDGOON	(Hinweis: Wird sonst automatisch fortgesetzt)
EXER_YOURINPUT	Sie haben "@1_input_" eingegeben.
EXER_TEXTINPUT	Geben Sie "@1" in das Eingabefeld "@2" ein.
EXER_SELECT	Wählen Sie den Eintrag "@1" aus.
EXER_GOON	Weiter zum nächsten Schritt
EXER_SHOWHELP	Ja, Hilfe annehmen
EXER_TRYAGAIN	Erneut versuchen
EXER_ASK4HELP	Benötigen Sie Hilfe?
EXER_ONLY_VALID	Zulässige Aktionen:
EXER_FORM_PREFIX	Geben Sie folgende Werte ein:
EXER_OR	oder
EXER_AND	und
SCORE	Punkte
SCORE_REDUCED	Mögliche Punkte für diesen Schritt reduziert auf
TOUR_START	Simulation Anfang
TOUR_STOP	Simulation Abbruch
TOUR_END	Simulation Ende
TOUR_PLAY	Drucktaste "Weiter"
TOUR_JUMP	Sprung zu einem anderen Schritt in der Simulation.
TOUR_PREV	Zurück
TOUR_NEXT	Weiter
USER_ACTION_CORRECT_ACTION	Der Lerner hat den Schritt richtig ausgeführt.
USER_ACTION_WRONG_ACTION	Der Lerner hat einen Fehler gemacht.
USER_ACTION_GOON	Der Lerner hat auf "Weiter" geklickt; keine Punkte für diesen Schritt.
USER_ACTION_GOON_AUTO	Aufgrund der Anzahl der Fehler wurde die Simulation automatisch fortgesetzt.
USER_ACTION_HELP	Der Lerner hat sich die Hilfe anzeigen lassen; keine Punkte für diesen Schritt.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Der Lerner hat ein Textfeld geöffnet.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Der Lerner hat ein Textfeld geschlossen.
QUIZ_CORRECT_RESPONSE	Richtige Antwort
QUIZ_STUDENT_RESPONSE	Antwort vom Lerner
QUIZ_LATENCY	Zeit
QUIZ_SCORE	Erzielte Punktzahl
QUIZ_REQ_SCORE	Erforderliche Punktzahl
QUIZ_MAX_SCORE	Maximale Punktzahl
QUIZ_TIMEOUT_REACHED	Timeout erreicht
QUIZTYPE_MCHOICE	Quiz: Mehrfachauswahl
QUIZTYPE_SQMAQUIZ	Quiz: Felder ausfüllen
QUIZTYPE_FIBQUIZ	Quiz: Lückentext
QUIZTYPE_MATCHQUIZ	Quiz: Zuordnen
QUIZTYPE_CONNQUIZ	Quiz: Verbindung
QUIZTYPE_SCALEQUIZ	Quiz: Schieberegler
QUIZTYPE_GRIDQUIZ	Quiz: Gitter
QUIZTYPE_HOTSPOTQUIZ	Quiz: Bildbereich
QUIZTYPE_PUZZLEQUIZ	Quiz: Puzzle
QUIZTYPE_MIXQUIZ	Quiz: Sortieren
CONNECTING	Verbindung wird hergestellt...
SYNCHRONIZE	Synchronisieren
SYNCHRONIZED	Synchronisiert
CONNECT	Verbinden
BUBBLESTYLE_NOT_FOUND	Bubble-Stil konnte nicht gefunden werden.
LOADING_MACROSET	Inhalt und Ressourcen werden geladen.
ZOOM_LEVEL_NOTIFICATION	Warnung: Ihr Zoomfaktor entspricht nicht 100 %.
ctx_html.header_title	Kontexthilfe
ctx_html.introtext	Folgende Hilfeinhalte stehen für den aktuellen Kontext zur Verfügung. Klicken Sie auf das Element, das Sie starten möchten.
ctx_html.introtext_noresult	Für den aktuellen Kontext ist kein Inhalt verfügbar. Öffnen Sie die library über die Titelzeile oder verwenden Sie die Suchfunktion, um nach weiteren Inhalten zu suchen.
ctx_html.query_empty	Anfrage leer.
ctx_html.query_malformed	Anfrage ungültig.
ctx_html.search	Suchen
ctx_html.library	library öffnen
ctx_html.language	Sprache
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Aufnahme
qr_hint_dlg.dont_bother	Nicht mehr anzeigen
qr_hint_dlg.hint_end	Beenden Sie die Aufnahme.
qr_hint_dlg.hint_pause	Halten Sie die Aufnahme an.
btnOk	Danke
qr_hint_dlg.hint_title	Aufnahmehinweise
qr_hint_dlg.audio_help	Nehmen Sie Ihren Text auf, bevor Sie ein Steuerelement auswählen.
quiz_error_no_template_file	Fehler: Vorlage nicht gefunden. Standard wird verwendet.
qr_hint_dlg.hint_end_1	Ende-Taste
qr_hint_dlg.hint_pause_1	Pause-Taste
