LIBRARY	library
EXER_FAILSELECT	Vsi veljavni seznami izbire so poudarjeni.
EXER_FAILDRAG	Izvedli ste neveljavno operacijo vlečenja @1_keys_.
EXER_FAILDRAG1	Prosim, izvedite operacijo vlečenja @1_keys_ v označenem področju.
EXER_FAILDROP	Izvedli ste neveljavno operacijo spuščanja @1_keys_.
EXER_FAILDROP1	Prosim, izvedite operacijo spuščanja @1_keys_ v označenem področju.
EXER_FAILDBLCLICK	Izvedli ste neveljaven dvojni klik @1_keys_.
EXER_FAILDBLCLICK1	Prosim, dvakrat kliknite @1_keys_ v označenem področju.
EXER_FAILCLICK	Kliknili ste @1_keys_ na neveljavno področje.
EXER_FAILCLICK1	Vsa veljavna območja so poudarjena.
EXER_FAILCLICK2	Izvedli ste neveljaven klik @1_keys_.
EXER_FAILCLICK3	Prosim, kliknite @1_keys_ v označenem področju.
EXER_FAILENTER	Izvedli ste neveljaven prehod z miško @1_keys_.
EXER_FAILENTER1	Prosim, izvedite prehod z miško @1_keys_ v označenem področju.
EXER_FAILMCLICK	Klik s srednjo miškino tipko @1_keys_ ni dovoljen.
EXER_WOULDGOON	(Opomba: Sicer se avtomatično nadaljuje)
EXER_YOURINPUT	Vnesli ste "@1_input_".
EXER_TEXTINPUT	Prosim, vnesite "@1" polje vnosa "@2"!
EXER_SELECT	Prosim, izberite vnos "@1"!
EXER_GOON	Prehod na naslednji korak
EXER_SHOWHELP	Da, prikaži pomoč
EXER_TRYAGAIN	Poskusite znova
EXER_ASK4HELP	Potrebujete pomoč?
EXER_ONLY_VALID	Dovoljene akcije so:
EXER_FORM_PREFIX	Vnesite naslednje vrednosti:
EXER_OR	ali
EXER_AND	in
SCORE	Točke
SCORE_REDUCED	Možne točke za ta korak zmanjšane na
TOUR_START	Zagon simulacije
TOUR_STOP	Prekinitev simulacije
TOUR_END	Konec simulacije
TOUR_PLAY	Gumb za naprej
TOUR_JUMP	Preskočili ste na drug korak v simulaciji.
TOUR_PREV	Nazaj
TOUR_NEXT	Naprej
USER_ACTION_CORRECT_ACTION	Učenec je uspešno izvedel ta korak.
USER_ACTION_WRONG_ACTION	Učenec je naredil napako.
USER_ACTION_GOON	Učenec je kliknil "Naprej"; nič točk za ta korak.
USER_ACTION_GOON_AUTO	Zaradi števila napak se je simulacija avtomatično nadaljevala.
USER_ACTION_HELP	Učenec je zaprosil za pomoč; nič točk za ta korak.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Učenec je odprl tekstovno polje.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Učenec je zaprl tekstovno polje.
QUIZ_CORRECT_RESPONSE	Pravilen odgovor
QUIZ_STUDENT_RESPONSE	Učenčev odgovor
QUIZ_LATENCY	Čas
QUIZ_SCORE	Doseženo število točk
QUIZ_REQ_SCORE	Potrebno število točk
QUIZ_MAX_SCORE	Maksimalno število točk
QUIZ_TIMEOUT_REACHED	Dosežena je časovna omejitev.
QUIZTYPE_MCHOICE	Test: Več izbir
QUIZTYPE_SQMAQUIZ	Test: Izpolnite polja
QUIZTYPE_FIBQUIZ	Test: Izpolnite vrzeli
QUIZTYPE_MATCHQUIZ	Test: Ujemanje
QUIZTYPE_CONNQUIZ	Test: Povezava
QUIZTYPE_SCALEQUIZ	Test: Kontrolnik drsenja
QUIZTYPE_GRIDQUIZ	Test: Mreža
QUIZTYPE_HOTSPOTQUIZ	Test: Hotspot
QUIZTYPE_PUZZLEQUIZ	Test: Sestavljanka
QUIZTYPE_MIXQUIZ	Test: Razvrščanje
CONNECTING	Vzpostavljanje povezave poteka ...
SYNCHRONIZE	Sinhronizacija
SYNCHRONIZED	Sinhronizirano
CONNECT	Povezovanje
BUBBLESTYLE_NOT_FOUND	Slog mehurčka ni najden.
LOADING_MACROSET	Poteka nalaganje vsebine in sredstev.
ZOOM_LEVEL_NOTIFICATION	Opozorilo: Vaša stopnja povečave ni enaka 100%.
ctx_html.header_title	Pomoč konteksta
ctx_html.introtext	Naslednje vsebine pomoči so na voljo za trenutni kontekst. Kliknite na element,  ki ga želite zagnati.
ctx_html.introtext_noresult	Vsebina ni na voljo za trenutni kontekst. Odprite knjižnico iz glave ali uporabite iskanje za priklic dodatne vsebine.
ctx_html.query_empty	Poizvedba je prazna.
ctx_html.query_malformed	Poizvedba ni veljavna.
ctx_html.search	Iskanje
ctx_html.library	Odpiranje knjižnice
ctx_html.language	Jezik
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Snemanje poteka
qr_hint_dlg.dont_bother	Ne prikaži več.
qr_hint_dlg.hint_end	Končajte snemanje.
qr_hint_dlg.hint_pause	Začasno prekinite snemanje.
btnOk	Hvala
qr_hint_dlg.hint_title	Nasveti glede snemanja
qr_hint_dlg.audio_help	Posnemite svoje besedilo, preden izberete kontrolnik.
quiz_error_no_template_file	Napaka: Datoteka predloge ni najdena. Uporabljena bo privzeta datoteka.
qr_hint_dlg.hint_end_1	Gumb KONEC
qr_hint_dlg.hint_pause_1	Gumb ZAČASNA PREKINITEV
