LIBRARY	library
EXER_FAILKEY1	Painoit näppäintä @1_key_.
EXER_FAILKEY2	Toimintonäppäiment, joita voidaan käyttää ovat: @1_keys_.
EXER_FAILRADIO	Kaikki voimassa olevat painikkeet on korostettu.
EXER_FAILINPUT	Kaikki voimassa olevat tekstialueet on korostettu.
EXER_FAILSELECT	Kaikki voimassa olevat valintaruudut on korostettu.
EXER_FAILDRAG	Suoritit virheellisen veto-operaation @1_keys_.
EXER_FAILDRAG1	Suorita veto-operaatio @1_keys_ korostetulla alueella.
EXER_FAILDROP	Suoritit virheellisen pudotusoperaation @1_keys_.
EXER_FAILDROP1	Suorita pudotusoperaatio @1_keys_ korostetulla alueella.
EXER_FAILDBLCLICK	Suoritit virheellisen kaksoisnapsautuksen @1_keys_.
EXER_FAILDBLCLICK1	Suorita kaksoisnapsautus @1_keys_ korostetulla alueella.
EXER_FAILCLICK	Napsautit @1_keys_ virheellistä aluetta.
EXER_FAILCLICK1	Kaikki voimassa olevat alueet on korostettu.
EXER_FAILCLICK2	Suoritit virheellisen napsautuksen @1_keys_.
EXER_FAILCLICK3	Suorita napsautus @1_keys_ korostetulla alueella.
EXER_FAILENTER	Suoritit virheellisen hiiri kohteen päälle -operaation @1_keys_.
EXER_FAILENTER1	Suorita hiiri kohteen päälle -operaatio @1_keys_ korostetulla alueella.
EXER_FAILMCLICK	Keskipainikkeen napsautus @1_keys_ ei ole sallittu.
EXER_WOULDGOON	(Huomautus: muuten jatketaan automaattisesti)
EXER_YOURINPUT	Olet syöttänyt: '@1_input_'.
EXER_TEXTINPUT	Syötä '@1' syöttökenttään '@2'.
EXER_SELECT	Valitse merkintä '@1'.
EXER_GOON	Jatka seuraavaan askeleeseen
EXER_SHOWHELP	Kyllä, näytä ohje
EXER_TRYAGAIN	Yritä uudelleen
EXER_ASK4HELP	Tarvitsetko apua?
EXER_ONLY_VALID	Sallittuja toimia ovat:
EXER_FORM_PREFIX	Syötä seuraavat arvot:
EXER_OR	tai
EXER_AND	ja
SCORE	Pisteet
SCORE_REDUCED	Tämän askeleen mahdollisia pisteitä vähennetty pistemäärään
TOUR_START	Simuloinnin aloitus
TOUR_STOP	Simuloinnin keskeytys
TOUR_END	Simuloinnin lopetus
TOUR_PLAY	Jatka-painike
TOUR_JUMP	Siirryttiin toiseen askeleeseen simuloinnin sisällä.
TOUR_PREV	Paluu
TOUR_NEXT	Seuraava
USER_ACTION_CORRECT_ACTION	Oppija suoritti askeleen onnistuneesti.
USER_ACTION_WRONG_ACTION	Oppija teki virheen.
USER_ACTION_GOON	Oppija napsautti 'Jatka', ei pisteitä tästä askeleesta.
USER_ACTION_GOON_AUTO	Simulointi jatkui automaattisesti virheiden määrän vuoksi.
USER_ACTION_HELP	Oppija pyysi apua, ei pisteitä tästä askeleesta.
SLIDE_USER_ACTION_TEXTBOX_OPEN	Oppija avasi tekstiruudun.
SLIDE_USER_ACTION_TEXTBOX_CLOSE	Oppija on sulki tekstiruudun.
QUIZ_CORRECT_RESPONSE	Oikea vastaus
QUIZ_STUDENT_RESPONSE	Oppijan vastaus
QUIZ_LATENCY	Aika
QUIZ_SCORE	Kokonaispistemäärä
QUIZ_REQ_SCORE	Vaadittava pistemäärä
QUIZ_MAX_SCORE	Maksimipistemäärä
QUIZ_TIMEOUT_REACHED	Aikakatkaisu saavutettu
QUIZTYPE_MCHOICE	Testi: monivalinta
QUIZTYPE_SQMAQUIZ	Testi: kenttien täyttäminen
QUIZTYPE_FIBQUIZ	Testi: tyhjien kohtien täyttäminen
QUIZTYPE_MATCHQUIZ	Testi: kohdistaminen
QUIZTYPE_CONNQUIZ	Testi: yhteys
QUIZTYPE_SCALEQUIZ	Testi: liukusäädin
QUIZTYPE_GRIDQUIZ	Testi: ruudukko
QUIZTYPE_HOTSPOTQUIZ	Testi: kohdepiste
QUIZTYPE_PUZZLEQUIZ	Testi: palapeli
QUIZTYPE_MIXQUIZ	Testi: lajittelu
CONNECTING	Yhdistetään...
SYNCHRONIZE	Synkronoi
SYNCHRONIZED	Synkronoitu
CONNECT	Yhdistä
BUBBLESTYLE_NOT_FOUND	Kuplan tyyliä ei löytynyt.
LOADING_MACROSET	Ladataan sisältöä ja resursseja.
ZOOM_LEVEL_NOTIFICATION	Varoitus: Zoomauksen taso on eri kuin 100%.
ctx_html.header_title	Kontekstiohje
ctx_html.introtext	Seuraavat ohjesisällöt ovat käytettävissä nykyistä kontekstia varten. Napsauta elementtiä, jonka haluat käynnistää.
ctx_html.introtext_noresult	Nykyistä kontekstia varten ei ole käytettävissä sisältöä. Avaa library otsikosta, tai nouda lisää sisältöä käyttämällä hakua.
ctx_html.query_empty	Tyhjä kysely.
ctx_html.query_malformed	Virheellinen kysely.
ctx_html.search	Hae
ctx_html.library	Avaa library
ctx_html.language	Kieli
qr_hint_dlg.IDC_QR_HINT_DLG_CAPTION	Tallennus
qr_hint_dlg.dont_bother	Älä näytä enää uudelleen
qr_hint_dlg.hint_end	Lopeta tallennus.
qr_hint_dlg.hint_pause	Keskeytä tallennus.
btnOk	Kiitos
qr_hint_dlg.hint_title	Tallennusvihjeitä
qr_hint_dlg.audio_help	Tallenna teksti ennen ohjauselementin valitsemista.
quiz_error_no_template_file	Virhe: mallitiedostoa ei löytynyt. Käytetään oletusta.
qr_hint_dlg.hint_end_1	LOPPU-näppäin
qr_hint_dlg.hint_pause_1	KESKEYTÄ-näppäin
